age,confirmed_cases,death_cases,date,date_dt
70s,1692927,7650.0,2023-02-14,2023-02-14
over_80s,1030833,20146.0,2023-02-14,2023-02-14
under_10s,3087983,37.0,2023-02-13,2023-02-13
10s,3777754,22.0,2023-02-13,2023-02-13
20s,4421060,79.0,2023-02-13,2023-02-13
30s,4441641,157.0,2023-02-13,2023-02-13
40s,4627100,457.0,2023-02-13,2023-02-13
50s,3965190,1375.0,2023-02-13,2023-02-13
60s,3312665,3833.0,2023-02-13,2023-02-13
70s,1691817,7648.0,2023-02-13,2023-02-13
over_80s,1030163,20139.0,2023-02-13,2023-02-13
under_10s,3087567,37.0,2023-02-12,2023-02-12
10s,3777297,22.0,2023-02-12,2023-02-12
20s,4420346,79.0,2023-02-12,2023-02-12
30s,4440783,157.0,2023-02-12,2023-02-12
40s,4626260,457.0,2023-02-12,2023-02-12
50s,3964547,1375.0,2023-02-12,2023-02-12
60s,3312060,3833.0,2023-02-12,2023-02-12
70s,1691450,7643.0,2023-02-12,2023-02-12
over_80s,1029889,20133.0,2023-02-12,2023-02-12
under_10s,3086761,37.0,2023-02-11,2023-02-11
10s,3776243,22.0,2023-02-11,2023-02-11
20s,4418846,79.0,2023-02-11,2023-02-11
30s,4439062,157.0,2023-02-11,2023-02-11
40s,4624528,457.0,2023-02-11,2023-02-11
50s,3962774,1373.0,2023-02-11,2023-02-11
60s,3310357,3831.0,2023-02-11,2023-02-11
70s,1690412,7639.0,2023-02-11,2023-02-11
over_80s,1029165,20118.0,2023-02-11,2023-02-11
under_10s,3086014,37.0,2023-02-10,2023-02-10
10s,3775095,22.0,2023-02-10,2023-02-10
20s,4417133,79.0,2023-02-10,2023-02-10
30s,4437172,157.0,2023-02-10,2023-02-10
40s,4622714,456.0,2023-02-10,2023-02-10
50s,3961070,1372.0,2023-02-10,2023-02-10
60s,3308589,3830.0,2023-02-10,2023-02-10
70s,1689309,7634.0,2023-02-10,2023-02-10
over_80s,1028387,20110.0,2023-02-10,2023-02-10
under_10s,3085072,37.0,2023-02-09,2023-02-09
10s,3773936,22.0,2023-02-09,2023-02-09
20s,4415266,79.0,2023-02-09,2023-02-09
30s,4435066,156.0,2023-02-09,2023-02-09
40s,4620848,456.0,2023-02-09,2023-02-09
50s,3959183,1372.0,2023-02-09,2023-02-09
60s,3306839,3826.0,2023-02-09,2023-02-09
70s,1688197,7631.0,2023-02-09,2023-02-09
over_80s,1027572,20101.0,2023-02-09,2023-02-09
under_10s,3084044,37.0,2023-02-08,2023-02-08
10s,3772682,22.0,2023-02-08,2023-02-08
20s,4413141,79.0,2023-02-08,2023-02-08
30s,4432770,156.0,2023-02-08,2023-02-08
40s,4618727,456.0,2023-02-08,2023-02-08
50s,3957127,1372.0,2023-02-08,2023-02-08
60s,3304976,3818.0,2023-02-08,2023-02-08
70s,1687055,7626.0,2023-02-08,2023-02-08
over_80s,1026793,20080.0,2023-02-08,2023-02-08
under_10s,3082911,37.0,2023-02-07,2023-02-07
10s,3771175,22.0,2023-02-07,2023-02-07
20s,4410647,79.0,2023-02-07,2023-02-07
30s,4429948,156.0,2023-02-07,2023-02-07
40s,4616109,455.0,2023-02-07,2023-02-07
50s,3954689,1372.0,2023-02-07,2023-02-07
60s,3302649,3814.0,2023-02-07,2023-02-07
70s,1685639,7620.0,2023-02-07,2023-02-07
over_80s,1025614,20069.0,2023-02-07,2023-02-07
under_10s,3081879,37.0,2023-02-06,2023-02-06
10s,3769865,22.0,2023-02-06,2023-02-06
20s,4408442,79.0,2023-02-06,2023-02-06
30s,4427301,156.0,2023-02-06,2023-02-06
40s,4613556,455.0,2023-02-06,2023-02-06
50s,3952399,1372.0,2023-02-06,2023-02-06
60s,3300611,3813.0,2023-02-06,2023-02-06
70s,1684448,7616.0,2023-02-06,2023-02-06
over_80s,1024760,20064.0,2023-02-06,2023-02-06
under_10s,3081387,37.0,2023-02-05,2023-02-05
10s,3769344,22.0,2023-02-05,2023-02-05
20s,4407664,79.0,2023-02-05,2023-02-05
30s,4426268,156.0,2023-02-05,2023-02-05
40s,4612636,455.0,2023-02-05,2023-02-05
50s,3951671,1371.0,2023-02-05,2023-02-05
60s,3299938,3810.0,2023-02-05,2023-02-05
70s,1684066,7613.0,2023-02-05,2023-02-05
over_80s,1024437,20053.0,2023-02-05,2023-02-05
under_10s,3080444,37.0,2023-02-04,2023-02-04
10s,3768151,22.0,2023-02-04,2023-02-04
20s,4405754,79.0,2023-02-04,2023-02-04
30s,4424252,156.0,2023-02-04,2023-02-04
40s,4610642,455.0,2023-02-04,2023-02-04
50s,3949673,1370.0,2023-02-04,2023-02-04
60s,3297952,3807.0,2023-02-04,2023-02-04
70s,1682947,7611.0,2023-02-04,2023-02-04
over_80s,1023578,20037.0,2023-02-04,2023-02-04
under_10s,3079530,37.0,2023-02-03,2023-02-03
10s,3766928,22.0,2023-02-03,2023-02-03
20s,4403658,79.0,2023-02-03,2023-02-03
30s,4422045,156.0,2023-02-03,2023-02-03
40s,4608581,455.0,2023-02-03,2023-02-03
50s,3947639,1369.0,2023-02-03,2023-02-03
60s,3296069,3804.0,2023-02-03,2023-02-03
70s,1681804,7604.0,2023-02-03,2023-02-03
over_80s,1022635,20026.0,2023-02-03,2023-02-03
under_10s,3078594,37.0,2023-02-02,2023-02-02
10s,3765707,22.0,2023-02-02,2023-02-02
20s,4401437,79.0,2023-02-02,2023-02-02
30s,4419761,155.0,2023-02-02,2023-02-02
40s,4606401,455.0,2023-02-02,2023-02-02
50s,3945534,1369.0,2023-02-02,2023-02-02
60s,3294098,3801.0,2023-02-02,2023-02-02
70s,1680618,7596.0,2023-02-02,2023-02-02
over_80s,1021778,20008.0,2023-02-02,2023-02-02
under_10s,3077593,37.0,2023-02-01,2023-02-01
10s,3764316,22.0,2023-02-01,2023-02-01
20s,4398809,79.0,2023-02-01,2023-02-01
30s,4417146,155.0,2023-02-01,2023-02-01
40s,4603950,454.0,2023-02-01,2023-02-01
50s,3943195,1368.0,2023-02-01,2023-02-01
60s,3291898,3797.0,2023-02-01,2023-02-01
70s,1679291,7583.0,2023-02-01,2023-02-01
over_80s,1020868,19991.0,2023-02-01,2023-02-01
under_10s,3076434,37.0,2023-01-31,2023-01-31
10s,3762748,21.0,2023-01-31,2023-01-31
20s,4395637,79.0,2023-01-31,2023-01-31
30s,4413998,155.0,2023-01-31,2023-01-31
40s,4601028,453.0,2023-01-31,2023-01-31
50s,3940356,1367.0,2023-01-31,2023-01-31
60s,3289278,3795.0,2023-01-31,2023-01-31
70s,1677648,7572.0,2023-01-31,2023-01-31
over_80s,1019519,19965.0,2023-01-31,2023-01-31
under_10s,3075213,37.0,2023-01-30,2023-01-30
10s,3761214,21.0,2023-01-30,2023-01-30
20s,4392768,79.0,2023-01-30,2023-01-30
30s,4410590,153.0,2023-01-30,2023-01-30
40s,4597926,453.0,2023-01-30,2023-01-30
50s,3937560,1366.0,2023-01-30,2023-01-30
60s,3286866,3794.0,2023-01-30,2023-01-30
70s,1676266,7562.0,2023-01-30,2023-01-30
over_80s,1018614,19955.0,2023-01-30,2023-01-30
under_10s,3074590,37.0,2023-01-29,2023-01-29
10s,3760633,21.0,2023-01-29,2023-01-29
20s,4391652,79.0,2023-01-29,2023-01-29
30s,4409302,153.0,2023-01-29,2023-01-29
40s,4596784,453.0,2023-01-29,2023-01-29
50s,3936624,1365.0,2023-01-29,2023-01-29
60s,3286038,3791.0,2023-01-29,2023-01-29
70s,1675761,7559.0,2023-01-29,2023-01-29
over_80s,1018217,19932.0,2023-01-29,2023-01-29
under_10s,3073397,37.0,2023-01-28,2023-01-28
10s,3759097,21.0,2023-01-28,2023-01-28
20s,4388955,79.0,2023-01-28,2023-01-28
30s,4406567,153.0,2023-01-28,2023-01-28
40s,4594050,452.0,2023-01-28,2023-01-28
50s,3933860,1364.0,2023-01-28,2023-01-28
60s,3283432,3785.0,2023-01-28,2023-01-28
70s,1674332,7554.0,2023-01-28,2023-01-28
over_80s,1017040,19916.0,2023-01-28,2023-01-28
under_10s,3071952,37.0,2023-01-27,2023-01-27
10s,3757147,21.0,2023-01-27,2023-01-27
20s,4385436,79.0,2023-01-27,2023-01-27
30s,4402915,152.0,2023-01-27,2023-01-27
40s,4590720,452.0,2023-01-27,2023-01-27
50s,3930656,1363.0,2023-01-27,2023-01-27
60s,3280421,3783.0,2023-01-27,2023-01-27
70s,1672478,7546.0,2023-01-27,2023-01-27
over_80s,1015638,19899.0,2023-01-27,2023-01-27
under_10s,3070106,37.0,2023-01-26,2023-01-26
10s,3754495,21.0,2023-01-26,2023-01-26
20s,4380803,79.0,2023-01-26,2023-01-26
30s,4398110,152.0,2023-01-26,2023-01-26
40s,4585951,452.0,2023-01-26,2023-01-26
50s,3926067,1363.0,2023-01-26,2023-01-26
60s,3276404,3779.0,2023-01-26,2023-01-26
70s,1670015,7536.0,2023-01-26,2023-01-26
over_80s,1013701,19877.0,2023-01-26,2023-01-26
under_10s,3068095,37.0,2023-01-25,2023-01-25
10s,3751797,20.0,2023-01-25,2023-01-25
20s,4375561,78.0,2023-01-25,2023-01-25
30s,4392215,152.0,2023-01-25,2023-01-25
40s,4580366,451.0,2023-01-25,2023-01-25
50s,3921017,1363.0,2023-01-25,2023-01-25
60s,3272083,3775.0,2023-01-25,2023-01-25
70s,1667368,7533.0,2023-01-25,2023-01-25
over_80s,1012054,19861.0,2023-01-25,2023-01-25
under_10s,3066796,37.0,2023-01-24,2023-01-24
10s,3750357,20.0,2023-01-24,2023-01-24
20s,4372819,78.0,2023-01-24,2023-01-24
30s,4388722,152.0,2023-01-24,2023-01-24
40s,4577132,451.0,2023-01-24,2023-01-24
50s,3918156,1361.0,2023-01-24,2023-01-24
60s,3269797,3772.0,2023-01-24,2023-01-24
70s,1666094,7531.0,2023-01-24,2023-01-24
over_80s,1011145,19843.0,2023-01-24,2023-01-24
under_10s,3065883,37.0,2023-01-23,2023-01-23
10s,3749555,20.0,2023-01-23,2023-01-23
20s,4371207,78.0,2023-01-23,2023-01-23
30s,4386770,152.0,2023-01-23,2023-01-23
40s,4575155,451.0,2023-01-23,2023-01-23
50s,3916318,1359.0,2023-01-23,2023-01-23
60s,3268167,3772.0,2023-01-23,2023-01-23
70s,1665210,7529.0,2023-01-23,2023-01-23
over_80s,1010491,19837.0,2023-01-23,2023-01-23
under_10s,3065296,37.0,2023-01-22,2023-01-22
10s,3748995,20.0,2023-01-22,2023-01-22
20s,4370092,78.0,2023-01-22,2023-01-22
30s,4385352,152.0,2023-01-22,2023-01-22
40s,4573822,451.0,2023-01-22,2023-01-22
50s,3915004,1359.0,2023-01-22,2023-01-22
60s,3266784,3767.0,2023-01-22,2023-01-22
70s,1664344,7522.0,2023-01-22,2023-01-22
over_80s,1009840,19823.0,2023-01-22,2023-01-22
under_10s,3064148,37.0,2023-01-21,2023-01-21
10s,3747872,20.0,2023-01-21,2023-01-21
20s,4368032,78.0,2023-01-21,2023-01-21
30s,4382985,152.0,2023-01-21,2023-01-21
40s,4571295,451.0,2023-01-21,2023-01-21
50s,3912468,1358.0,2023-01-21,2023-01-21
60s,3264316,3765.0,2023-01-21,2023-01-21
70s,1662951,7515.0,2023-01-21,2023-01-21
over_80s,1008838,19809.0,2023-01-21,2023-01-21
under_10s,3062625,37.0,2023-01-20,2023-01-20
10s,3745923,20.0,2023-01-20,2023-01-20
20s,4364611,78.0,2023-01-20,2023-01-20
30s,4379256,152.0,2023-01-20,2023-01-20
40s,4567378,450.0,2023-01-20,2023-01-20
50s,3908122,1356.0,2023-01-20,2023-01-20
60s,3260030,3760.0,2023-01-20,2023-01-20
70s,1660355,7505.0,2023-01-20,2023-01-20
over_80s,1007066,19776.0,2023-01-20,2023-01-20
under_10s,3061098,37.0,2023-01-19,2023-01-19
10s,3743925,20.0,2023-01-19,2023-01-19
20s,4360900,78.0,2023-01-19,2023-01-19
30s,4375308,152.0,2023-01-19,2023-01-19
40s,4563317,449.0,2023-01-19,2023-01-19
50s,3904007,1355.0,2023-01-19,2023-01-19
60s,3255917,3760.0,2023-01-19,2023-01-19
70s,1658042,7499.0,2023-01-19,2023-01-19
over_80s,1005444,19754.0,2023-01-19,2023-01-19
under_10s,3059405,37.0,2023-01-18,2023-01-18
10s,3741693,20.0,2023-01-18,2023-01-18
20s,4356621,78.0,2023-01-18,2023-01-18
30s,4370737,152.0,2023-01-18,2023-01-18
40s,4558890,449.0,2023-01-18,2023-01-18
50s,3899603,1351.0,2023-01-18,2023-01-18
60s,3251700,3752.0,2023-01-18,2023-01-18
70s,1655604,7491.0,2023-01-18,2023-01-18
over_80s,1003889,19727.0,2023-01-18,2023-01-18
under_10s,3057496,37.0,2023-01-17,2023-01-17
10s,3739141,20.0,2023-01-17,2023-01-17
20s,4351397,78.0,2023-01-17,2023-01-17
30s,4365098,152.0,2023-01-17,2023-01-17
40s,4553568,448.0,2023-01-17,2023-01-17
50s,3893997,1349.0,2023-01-17,2023-01-17
60s,3246561,3743.0,2023-01-17,2023-01-17
70s,1652507,7485.0,2023-01-17,2023-01-17
over_80s,1001469,19702.0,2023-01-17,2023-01-17
under_10s,3055413,37.0,2023-01-16,2023-01-16
10s,3736420,20.0,2023-01-16,2023-01-16
20s,4345637,78.0,2023-01-16,2023-01-16
30s,4358510,151.0,2023-01-16,2023-01-16
40s,4547047,447.0,2023-01-16,2023-01-16
50s,3887805,1349.0,2023-01-16,2023-01-16
60s,3241334,3740.0,2023-01-16,2023-01-16
70s,1649293,7479.0,2023-01-16,2023-01-16
over_80s,999576,19683.0,2023-01-16,2023-01-16
under_10s,3054348,37.0,2023-01-15,2023-01-15
10s,3735342,20.0,2023-01-15,2023-01-15
20s,4343750,78.0,2023-01-15,2023-01-15
30s,4356070,151.0,2023-01-15,2023-01-15
40s,4544741,447.0,2023-01-15,2023-01-15
50s,3885868,1348.0,2023-01-15,2023-01-15
60s,3239634,3737.0,2023-01-15,2023-01-15
70s,1648335,7471.0,2023-01-15,2023-01-15
over_80s,998803,19660.0,2023-01-15,2023-01-15
under_10s,3052602,37.0,2023-01-14,2023-01-14
10s,3732902,20.0,2023-01-14,2023-01-14
20s,4339536,78.0,2023-01-14,2023-01-14
30s,4351440,151.0,2023-01-14,2023-01-14
40s,4539778,447.0,2023-01-14,2023-01-14
50s,3880796,1345.0,2023-01-14,2023-01-14
60s,3234796,3733.0,2023-01-14,2023-01-14
70s,1645527,7465.0,2023-01-14,2023-01-14
over_80s,996944,19636.0,2023-01-14,2023-01-14
under_10s,3052602,37.0,2023-01-14,2023-01-14
10s,3732902,20.0,2023-01-14,2023-01-14
20s,4339536,78.0,2023-01-14,2023-01-14
30s,4351440,151.0,2023-01-14,2023-01-14
40s,4539778,447.0,2023-01-14,2023-01-14
50s,3880796,1345.0,2023-01-14,2023-01-14
60s,3234796,3733.0,2023-01-14,2023-01-14
70s,1645527,7465.0,2023-01-14,2023-01-14
over_80s,996944,19636.0,2023-01-14,2023-01-14
under_10s,3050664,37.0,2023-01-13,2023-01-13
10s,3730177,20.0,2023-01-13,2023-01-13
20s,4334564,78.0,2023-01-13,2023-01-13
30s,4346068,151.0,2023-01-13,2023-01-13
40s,4534503,446.0,2023-01-13,2023-01-13
50s,3875047,1342.0,2023-01-13,2023-01-13
60s,3229568,3722.0,2023-01-13,2023-01-13
70s,1642423,7453.0,2023-01-13,2023-01-13
over_80s,994755,19618.0,2023-01-13,2023-01-13
under_10s,3048555,37.0,2023-01-12,2023-01-12
10s,3726966,20.0,2023-01-12,2023-01-12
20s,4328834,78.0,2023-01-12,2023-01-12
30s,4340129,151.0,2023-01-12,2023-01-12
40s,4528486,446.0,2023-01-12,2023-01-12
50s,3869120,1340.0,2023-01-12,2023-01-12
60s,3224134,3719.0,2023-01-12,2023-01-12
70s,1639204,7443.0,2023-01-12,2023-01-12
over_80s,992615,19587.0,2023-01-12,2023-01-12
under_10s,3046322,37.0,2023-01-11,2023-01-11
10s,3723297,20.0,2023-01-11,2023-01-11
20s,4322168,78.0,2023-01-11,2023-01-11
30s,4333357,150.0,2023-01-11,2023-01-11
40s,4521863,446.0,2023-01-11,2023-01-11
50s,3862605,1339.0,2023-01-11,2023-01-11
60s,3218312,3711.0,2023-01-11,2023-01-11
70s,1635833,7427.0,2023-01-11,2023-01-11
over_80s,990333,19537.0,2023-01-11,2023-01-11
under_10s,3043797,37.0,2023-01-10,2023-01-10
10s,3718770,20.0,2023-01-10,2023-01-10
20s,4314299,78.0,2023-01-10,2023-01-10
30s,4325025,149.0,2023-01-10,2023-01-10
40s,4513802,445.0,2023-01-10,2023-01-10
50s,3854520,1335.0,2023-01-10,2023-01-10
60s,3211033,3702.0,2023-01-10,2023-01-10
70s,1631537,7413.0,2023-01-10,2023-01-10
over_80s,986964,19490.0,2023-01-10,2023-01-10
under_10s,3041072,37.0,2023-01-09,2023-01-09
10s,3713752,20.0,2023-01-09,2023-01-09
20s,4305724,78.0,2023-01-09,2023-01-09
30s,4315283,149.0,2023-01-09,2023-01-09
40s,4504103,444.0,2023-01-09,2023-01-09
50s,3845256,1333.0,2023-01-09,2023-01-09
60s,3203373,3698.0,2023-01-09,2023-01-09
70s,1626921,7403.0,2023-01-09,2023-01-09
over_80s,984222,19463.0,2023-01-09,2023-01-09
under_10s,3039711,37.0,2023-01-08,2023-01-08
10s,3711833,20.0,2023-01-08,2023-01-08
20s,4303047,78.0,2023-01-08,2023-01-08
30s,4312160,149.0,2023-01-08,2023-01-08
40s,4500969,442.0,2023-01-08,2023-01-08
50s,3842588,1333.0,2023-01-08,2023-01-08
60s,3201213,3696.0,2023-01-08,2023-01-08
70s,1625712,7398.0,2023-01-08,2023-01-08
over_80s,983367,19437.0,2023-01-08,2023-01-08
under_10s,3037341,37.0,2023-01-07,2023-01-07
10s,3707524,20.0,2023-01-07,2023-01-07
20s,4296891,78.0,2023-01-07,2023-01-07
30s,4305678,149.0,2023-01-07,2023-01-07
40s,4493914,442.0,2023-01-07,2023-01-07
50s,3835256,1331.0,2023-01-07,2023-01-07
60s,3194368,3695.0,2023-01-07,2023-01-07
70s,1621935,7388.0,2023-01-07,2023-01-07
over_80s,980927,19416.0,2023-01-07,2023-01-07
under_10s,3034777,37.0,2023-01-06,2023-01-06
10s,3702579,20.0,2023-01-06,2023-01-06
20s,4289359,78.0,2023-01-06,2023-01-06
30s,4297922,149.0,2023-01-06,2023-01-06
40s,4485925,440.0,2023-01-06,2023-01-06
50s,3827226,1328.0,2023-01-06,2023-01-06
60s,3187102,3690.0,2023-01-06,2023-01-06
70s,1617584,7377.0,2023-01-06,2023-01-06
over_80s,977752,19377.0,2023-01-06,2023-01-06
under_10s,3031884,37.0,2023-01-05,2023-01-05
10s,3697055,20.0,2023-01-05,2023-01-05
20s,4281084,78.0,2023-01-05,2023-01-05
30s,4289636,149.0,2023-01-05,2023-01-05
40s,4477402,439.0,2023-01-05,2023-01-05
50s,3818607,1324.0,2023-01-05,2023-01-05
60s,3179434,3685.0,2023-01-05,2023-01-05
70s,1613130,7358.0,2023-01-05,2023-01-05
over_80s,975040,19331.0,2023-01-05,2023-01-05
under_10s,3028712,37.0,2023-01-04,2023-01-04
10s,3690724,19.0,2023-01-04,2023-01-04
20s,4271357,78.0,2023-01-04,2023-01-04
30s,4279840,149.0,2023-01-04,2023-01-04
40s,4467632,437.0,2023-01-04,2023-01-04
50s,3809149,1321.0,2023-01-04,2023-01-04
60s,3171205,3678.0,2023-01-04,2023-01-04
70s,1608473,7347.0,2023-01-04,2023-01-04
over_80s,972074,19289.0,2023-01-04,2023-01-04
under_10s,3025140,37.0,2023-01-03,2023-01-03
10s,3683109,19.0,2023-01-03,2023-01-03
20s,4259527,77.0,2023-01-03,2023-01-03
30s,4267526,148.0,2023-01-03,2023-01-03
40s,4455789,436.0,2023-01-03,2023-01-03
50s,3797366,1321.0,2023-01-03,2023-01-03
60s,3161268,3673.0,2023-01-03,2023-01-03
70s,1602919,7339.0,2023-01-03,2023-01-03
over_80s,967947,19251.0,2023-01-03,2023-01-03
under_10s,3021408,37.0,2023-01-02,2023-01-02
10s,3674985,19.0,2023-01-02,2023-01-02
20s,4247654,77.0,2023-01-02,2023-01-02
30s,4254158,148.0,2023-01-02,2023-01-02
40s,4442399,436.0,2023-01-02,2023-01-02
50s,3785010,1319.0,2023-01-02,2023-01-02
60s,3151587,3672.0,2023-01-02,2023-01-02
70s,1597415,7329.0,2023-01-02,2023-01-02
over_80s,964919,19235.0,2023-01-02,2023-01-02
under_10s,3019873,37.0,2023-01-01,2023-01-01
10s,3672523,19.0,2023-01-01,2023-01-01
20s,4244538,77.0,2023-01-01,2023-01-01
30s,4250506,148.0,2023-01-01,2023-01-01
40s,4438594,436.0,2023-01-01,2023-01-01
50s,3781860,1317.0,2023-01-01,2023-01-01
60s,3148956,3667.0,2023-01-01,2023-01-01
70s,1596019,7319.0,2023-01-01,2023-01-01
over_80s,963931,19199.0,2023-01-01,2023-01-01
under_10s,3017034,37.0,2022-12-31,2022-12-31
10s,3666477,19.0,2022-12-31,2022-12-31
20s,4237039,77.0,2022-12-31,2022-12-31
30s,4242102,148.0,2022-12-31,2022-12-31
40s,4429830,435.0,2022-12-31,2022-12-31
50s,3772947,1314.0,2022-12-31,2022-12-31
60s,3140918,3662.0,2022-12-31,2022-12-31
70s,1591758,7306.0,2022-12-31,2022-12-31
over_80s,961168,19158.0,2022-12-31,2022-12-31
under_10s,3013724,37.0,2022-12-30,2022-12-30
10s,3659613,19.0,2022-12-30,2022-12-30
20s,4228535,77.0,2022-12-30,2022-12-30
30s,4233165,148.0,2022-12-30,2022-12-30
40s,4420534,435.0,2022-12-30,2022-12-30
50s,3763595,1312.0,2022-12-30,2022-12-30
60s,3132294,3661.0,2022-12-30,2022-12-30
70s,1587086,7291.0,2022-12-30,2022-12-30
over_80s,957801,19115.0,2022-12-30,2022-12-30
under_10s,3010190,37.0,2022-12-29,2022-12-29
10s,3652106,18.0,2022-12-29,2022-12-29
20s,4219200,77.0,2022-12-29,2022-12-29
30s,4223544,147.0,2022-12-29,2022-12-29
40s,4410779,434.0,2022-12-29,2022-12-29
50s,3754146,1310.0,2022-12-29,2022-12-29
60s,3123842,3653.0,2022-12-29,2022-12-29
70s,1582517,7275.0,2022-12-29,2022-12-29
over_80s,954816,19076.0,2022-12-29,2022-12-29
under_10s,3006263,37.0,2022-12-28,2022-12-28
10s,3643618,18.0,2022-12-28,2022-12-28
20s,4208618,77.0,2022-12-28,2022-12-28
30s,4212787,146.0,2022-12-28,2022-12-28
40s,4399791,433.0,2022-12-28,2022-12-28
50s,3743901,1307.0,2022-12-28,2022-12-28
60s,3115047,3643.0,2022-12-28,2022-12-28
70s,1577846,7261.0,2022-12-28,2022-12-28
over_80s,951842,19029.0,2022-12-28,2022-12-28
under_10s,3001655,37.0,2022-12-27,2022-12-27
10s,3632827,18.0,2022-12-27,2022-12-27
20s,4196212,77.0,2022-12-27,2022-12-27
30s,4199519,145.0,2022-12-27,2022-12-27
40s,4386635,431.0,2022-12-27,2022-12-27
50s,3731215,1304.0,2022-12-27,2022-12-27
60s,3104523,3639.0,2022-12-27,2022-12-27
70s,1572122,7245.0,2022-12-27,2022-12-27
over_80s,947488,18986.0,2022-12-27,2022-12-27
under_10s,2996925,37.0,2022-12-26,2022-12-26
10s,3621783,18.0,2022-12-26,2022-12-26
20s,4184264,77.0,2022-12-26,2022-12-26
30s,4185539,145.0,2022-12-26,2022-12-26
40s,4372396,431.0,2022-12-26,2022-12-26
50s,3718247,1302.0,2022-12-26,2022-12-26
60s,3094510,3632.0,2022-12-26,2022-12-26
70s,1566520,7229.0,2022-12-26,2022-12-26
over_80s,944416,18961.0,2022-12-26,2022-12-26
under_10s,2995029,37.0,2022-12-25,2022-12-25
10s,3618809,18.0,2022-12-25,2022-12-25
20s,4180865,77.0,2022-12-25,2022-12-25
30s,4181355,145.0,2022-12-25,2022-12-25
40s,4368221,431.0,2022-12-25,2022-12-25
50s,3714614,1300.0,2022-12-25,2022-12-25
60s,3091700,3623.0,2022-12-25,2022-12-25
70s,1565077,7220.0,2022-12-25,2022-12-25
over_80s,943385,18939.0,2022-12-25,2022-12-25
under_10s,2991510,37.0,2022-12-24,2022-12-24
10s,3612333,18.0,2022-12-24,2022-12-24
20s,4173590,77.0,2022-12-24,2022-12-24
30s,4172855,145.0,2022-12-24,2022-12-24
40s,4358978,431.0,2022-12-24,2022-12-24
50s,3705498,1298.0,2022-12-24,2022-12-24
60s,3083783,3619.0,2022-12-24,2022-12-24
70s,1561246,7209.0,2022-12-24,2022-12-24
over_80s,940814,18910.0,2022-12-24,2022-12-24
under_10s,2987630,37.0,2022-12-23,2022-12-23
10s,3604804,18.0,2022-12-23,2022-12-23
20s,4164833,76.0,2022-12-23,2022-12-23
30s,4163109,145.0,2022-12-23,2022-12-23
40s,4348984,429.0,2022-12-23,2022-12-23
50s,3695575,1294.0,2022-12-23,2022-12-23
60s,3075002,3610.0,2022-12-23,2022-12-23
70s,1556848,7195.0,2022-12-23,2022-12-23
over_80s,937773,18870.0,2022-12-23,2022-12-23
under_10s,2983618,37.0,2022-12-22,2022-12-22
10s,3597125,18.0,2022-12-22,2022-12-22
20s,4155496,75.0,2022-12-22,2022-12-22
30s,4152680,144.0,2022-12-22,2022-12-22
40s,4338444,427.0,2022-12-22,2022-12-22
50s,3685333,1293.0,2022-12-22,2022-12-22
60s,3066243,3607.0,2022-12-22,2022-12-22
70s,1552491,7180.0,2022-12-22,2022-12-22
over_80s,934960,18830.0,2022-12-22,2022-12-22
under_10s,2979383,37.0,2022-12-21,2022-12-21
10s,3588656,18.0,2022-12-21,2022-12-21
20s,4145018,75.0,2022-12-21,2022-12-21
30s,4140671,144.0,2022-12-21,2022-12-21
40s,4326615,426.0,2022-12-21,2022-12-21
50s,3673915,1293.0,2022-12-21,2022-12-21
60s,3056827,3600.0,2022-12-21,2022-12-21
70s,1547732,7170.0,2022-12-21,2022-12-21
over_80s,931829,18786.0,2022-12-21,2022-12-21
under_10s,2974390,37.0,2022-12-20,2022-12-20
10s,3578669,18.0,2022-12-20,2022-12-20
20s,4132897,75.0,2022-12-20,2022-12-20
30s,4126914,143.0,2022-12-20,2022-12-20
40s,4312822,426.0,2022-12-20,2022-12-20
50s,3661081,1293.0,2022-12-20,2022-12-20
60s,3046315,3596.0,2022-12-20,2022-12-20
70s,1541920,7160.0,2022-12-20,2022-12-20
over_80s,927466,18742.0,2022-12-20,2022-12-20
under_10s,2969206,37.0,2022-12-19,2022-12-19
10s,3567862,18.0,2022-12-19,2022-12-19
20s,4121323,75.0,2022-12-19,2022-12-19
30s,4112635,143.0,2022-12-19,2022-12-19
40s,4298314,424.0,2022-12-19,2022-12-19
50s,3648004,1291.0,2022-12-19,2022-12-19
60s,3036405,3591.0,2022-12-19,2022-12-19
70s,1536477,7147.0,2022-12-19,2022-12-19
over_80s,924689,18708.0,2022-12-19,2022-12-19
under_10s,2967077,37.0,2022-12-18,2022-12-18
10s,3564725,18.0,2022-12-18,2022-12-18
20s,4117818,75.0,2022-12-18,2022-12-18
30s,4108179,143.0,2022-12-18,2022-12-18
40s,4293871,424.0,2022-12-18,2022-12-18
50s,3644409,1290.0,2022-12-18,2022-12-18
60s,3033490,3587.0,2022-12-18,2022-12-18
70s,1535033,7140.0,2022-12-18,2022-12-18
over_80s,923691,18681.0,2022-12-18,2022-12-18
under_10s,2963573,37.0,2022-12-17,2022-12-17
10s,3558197,18.0,2022-12-17,2022-12-17
20s,4110622,75.0,2022-12-17,2022-12-17
30s,4099668,143.0,2022-12-17,2022-12-17
40s,4284754,422.0,2022-12-17,2022-12-17
50s,3635235,1288.0,2022-12-17,2022-12-17
60s,3025418,3585.0,2022-12-17,2022-12-17
70s,1530868,7136.0,2022-12-17,2022-12-17
