gender,total_cases,death_cases,current_date,active_cases,re_rate,re_cases
female,14237515,15395,2022-11-22,40682,0.285738066,116.24396
female,14276716,15426,2022-11-23,39201,0.274579952,107.6380871
female,14309855,15456,2022-11-24,33139,0.231581662,76.74384688
female,14340045,15483,2022-11-25,30190,0.210529325,63.55880334
female,14369626,15516,2022-11-26,29581,0.205857828,60.89480415
female,14395689,15537,2022-11-27,26063,0.181047257,47.18634648
female,14407756,15560,2022-11-28,12067,0.083753501,10.10653491
female,14447400,15581,2022-11-29,39644,0.274402315,108.7840536
female,14484987,15605,2022-11-30,37587,0.25948936,97.53426558
female,14517102,15638,2022-12-01,32115,0.221221839,71.04539356
female,14546798,15666,2022-12-02,29696,0.204141145,60.62175442
female,14576181,15685,2022-12-03,29383,0.201582294,59.23092537
female,14602366,15706,2022-12-04,26185,0.179320255,46.95500887
female,14614993,15724,2022-12-05,12627,0.086397578,10.90942219
female,14656955,15734,2022-12-06,41962,0.286294118,120.1347377
female,14698254,15767,2022-12-07,41299,0.280978952,116.0414972
female,14734365,15794,2022-12-08,36111,0.245080124,88.50088355
female,14769321,15826,2022-12-09,34956,0.236679804,82.7337923
female,14804058,15852,2022-12-10,34737,0.234645122,81.50867613
female,14834568,15872,2022-12-11,30510,0.205668274,62.74939048
female,14848418,15890,2022-12-12,13850,0.09327593,12.91871632
female,14895812,15905,2022-12-13,47394,0.318169966,150.7934738
female,14942710,15932,2022-12-14,46898,0.313852039,147.1903292
female,14981904,15955,2022-12-15,39194,0.261608938,102.5350073
female,15019433,15992,2022-12-16,37529,0.249869619,93.77356928
female,15056390,16023,2022-12-17,36957,0.245457244,90.71363381
female,15089268,16044,2022-12-18,32878,0.21788996,71.63786103
female,15103457,16058,2022-12-19,14189,0.09394538,13.3299099
female,15150811,16086,2022-12-20,47354,0.312550925,148.0053653
female,15199489,16119,2022-12-21,48678,0.320260767,155.896536
female,15241342,16149,2022-12-22,41853,0.274601803,114.9290928
female,15279131,16179,2022-12-23,37789,0.247324275,93.46137035
female,15316094,16210,2022-12-24,36963,0.241334377,89.20442568
female,15348613,16236,2022-12-25,32519,0.211869307,68.89777995
female,15362320,16254,2022-12-26,13707,0.089224805,12.23004396
female,15410586,16271,2022-12-27,48266,0.31320029,151.1692518
female,15459709,16304,2022-12-28,49123,0.317748542,156.0876165
female,15499865,16342,2022-12-29,40156,0.259073224,104.0334439
female,15536838,16364,2022-12-30,36973,0.237969914,87.98461624
female,15572296,16397,2022-12-31,35458,0.227699242,80.73759733
female,15604371,16428,2023-01-01,32075,0.20555138,65.93060528
female,15616511,16456,2023-01-02,12140,0.077738235,9.437421713
female,15660950,16472,2023-01-03,44439,0.283756733,126.0986544
female,15704548,16504,2023-01-04,43598,0.277613848,121.0340854
female,15740498,16534,2023-01-05,35950,0.228391757,82.10683677
female,15772525,16562,2023-01-06,32027,0.20305563,65.03262661
female,15802574,16594,2023-01-07,30049,0.190152566,57.13894464
female,15828599,16616,2023-01-08,26025,0.164417584,42.78967614
female,15838740,16632,2023-01-09,10141,0.064026558,6.492933213
female,15871678,16655,2023-01-10,32938,0.207526892,68.35520756
female,15901770,16703,2023-01-11,30092,0.189236796,56.94513655
female,15926351,16739,2023-01-12,24581,0.154341694,37.93873192
female,15948584,16764,2023-01-13,22233,0.139404225,30.99374145
female,15968727,16781,2023-01-14,20143,0.126140299,25.40844045
female,15968727,16781,2023-01-14,0,0,0
female,15987072,16795,2023-01-15,18345,0.114748967,21.05069803
female,15994771,16813,2023-01-16,7699,0.048134481,3.705873688
female,16017046,16824,2023-01-17,22275,0.139070588,30.9779734
female,16037751,16840,2023-01-18,20705,0.129101643,26.73049513
female,16054424,16855,2023-01-19,16673,0.103852994,17.3154097
female,16069844,16873,2023-01-20,15420,0.095956128,14.79643486
female,16085393,16900,2023-01-21,15549,0.096665341,15.03049388
female,16094557,16910,2023-01-22,9164,0.056938504,5.217844517
female,16099372,16923,2023-01-23,4815,0.029907999,1.440070147
female,16105947,16927,2023-01-24,6575,0.04082343,2.684140523
female,16116805,16939,2023-01-25,10858,0.067370673,7.315107678
female,16136454,16947,2023-01-26,19649,0.121767769,23.92614889
female,16154143,16967,2023-01-27,17689,0.109501321,19.36968869
female,16167225,16981,2023-01-28,13082,0.080916793,10.58553487
female,16177750,16990,2023-01-29,10525,0.065058491,6.84740616
female,16181686,17004,2023-01-30,3936,0.024323794,0.95738454
female,16192149,17014,2023-01-31,10463,0.064617735,6.760953657
female,16203195,17031,2023-02-01,11046,0.06817174,7.530250423
female,16212356,17048,2023-02-02,9161,0.056506284,5.17654072
female,16220564,17061,2023-02-03,8208,0.050602433,4.153447685
female,16228431,17072,2023-02-04,7867,0.048476652,3.813658203
female,16236218,17080,2023-02-05,7787,0.047960677,3.734697883
female,16239325,17085,2023-02-06,3107,0.019132569,0.594448907
female,16248006,17090,2023-02-07,8681,0.053428094,4.638092884
female,16257844,17099,2023-02-08,9838,0.060512329,5.953202897
female,16266061,17114,2023-02-09,8217,0.050516225,4.150918222
female,16273548,17121,2023-02-10,7487,0.046007177,3.444557327
female,16280659,17124,2023-02-11,7111,0.043677593,3.105913649
female,16287419,17137,2023-02-12,6760,0.041504427,2.805699295
female,16290170,17143,2023-02-13,2751,0.016887485,0.46457471
female,16297984,17146,2023-02-14,7814,0.04794458,3.746389492
female,16306315,17153,2023-02-15,8331,0.051090636,4.256360864
female,16313419,17163,2023-02-16,7104,0.043546972,3.093576889
female,16319849,17176,2023-02-17,6430,0.039399874,2.533411921
female,16325837,17181,2023-02-18,5988,0.036678058,2.196282126
female,16331588,17187,2023-02-19,5751,0.035213967,2.025155239
female,16333898,17192,2023-02-20,2310,0.014142368,0.326688706
female,16340437,17195,2023-02-21,6539,0.04001729,2.616730568
female,16347723,17204,2023-02-22,7286,0.044568898,3.247289913
female,16353892,17219,2023-02-23,6169,0.037721907,2.327064469
female,16359564,17231,2023-02-24,5672,0.034670851,1.966530648
female,16365194,17237,2023-02-25,5630,0.034402281,1.936848411
female,16372637,17245,2023-02-27,7443,0.045459995,3.383587445
female,16378614,17251,2023-02-28,5977,0.036492709,2.181169237
female,16385549,17256,2023-03-01,6935,0.042323879,2.935161037
female,16389821,17267,2023-03-02,4272,0.026064958,1.113495016
female,16395694,17272,2023-03-03,5873,0.035820381,2.103730955
female,16401951,17275,2023-03-04,6257,0.038147901,2.386914154
female,16409789,17280,2023-03-06,7838,0.047764173,3.743755876
female,16416552,17284,2023-03-07,6763,0.041196227,2.786100821
female,16423663,17290,2023-03-08,7111,0.043297284,3.07886986
female,16429804,17298,2023-03-09,6141,0.037377196,2.29533359
female,16435596,17301,2023-03-10,5792,0.035240584,2.04113462
female,16441034,17304,2023-03-11,5438,0.033075779,1.798660838
female,16448579,17311,2023-03-13,7545,0.045870224,3.460908386
female,16446302,0,2023-03-13,-2277,-0.013845058,0.315251964
female,16454863,17316,2023-03-14,8561,0.052027173,4.45404626
female,16461479,17320,2023-03-15,6616,0.040190799,2.659023287
female,16467065,17326,2023-03-16,5586,0.033922256,1.894897239
female,16472168,17327,2023-03-17,5103,0.030979529,1.580885346
female,16477251,17329,2023-03-18,5083,0.030848592,1.568033952
female,16484399,17336,2023-03-20,7148,0.043362212,3.099530896
female,16482227,0,2023-03-20,-2172,-0.013177831,0.286222487
female,16490964,17341,2023-03-21,8737,0.052980529,4.628908838
female,16498298,17344,2023-03-22,7334,0.04445307,3.260188172
female,16504636,17350,2023-03-23,6338,0.038401332,2.433876397
female,16510392,17358,2023-03-24,5756,0.034862891,2.006708018
female,16516201,17361,2023-03-25,5809,0.035171526,2.04311397
female,16523860,17365,2023-03-27,7659,0.046351155,3.55003498
female,16530598,17369,2023-03-28,6738,0.040760776,2.746461078
female,16538049,17380,2023-03-29,7451,0.045053682,3.356949843
female,16544455,17384,2023-03-30,6406,0.038719922,2.480398176
female,16550372,17391,2023-03-31,5917,0.035751462,2.115414022
female,16555949,17394,2023-04-01,5577,0.033685777,1.878655763
female,16563894,17401,2023-04-03,7945,0.047965774,3.810880763
female,16571458,17405,2023-04-04,7564,0.045644747,3.452568627
female,16579675,17408,2023-04-05,8217,0.049560682,4.072401238
female,16586566,17415,2023-04-06,6891,0.04154567,2.86291213
female,16592733,17417,2023-04-07,6167,0.037166873,2.292081057
female,16598567,17419,2023-04-08,5834,0.035147612,2.05051171
female,16606292,17423,2023-04-10,7725,0.046518512,3.593555081
female,16613379,17426,2023-04-11,7087,0.04265839,3.023200097
female,16621444,17432,2023-04-12,8065,0.048521657,3.913271615
female,16628154,17434,2023-04-13,6710,0.040353247,2.707702851
female,16634861,17437,2023-04-14,6707,0.040318942,2.704191457
female,16641294,17437,2023-04-15,6433,0.03865685,2.486795137
female,16649767,17441,2023-04-17,8473,0.050889601,4.311875896
female,16658217,17446,2023-04-18,8450,0.050725717,4.28632308
female,16667568,17448,2023-04-19,9351,0.056102966,5.246188346
female,16675658,17453,2023-04-20,8090,0.048513828,3.924768666
male,3905,82,2020-04-02,0,0,0
male,4138,101,2020-04-07,233,5.630739488,13.11962301
male,4163,106,2020-04-08,25,0.600528465,0.150132116
male,4163,106,2020-04-08,0,0,0
male,4163,106,2020-04-08,0,0,0
male,4163,106,2020-04-08,0,0,0
male,4163,106,2020-04-08,0,0,0
male,4185,107,2020-04-09,22,0.525686977,0.115651135
male,4200,109,2020-04-10,15,0.357142857,0.053571429
male,4215,111,2020-04-11,15,0.355871886,0.053380783
male,4229,113,2020-04-12,14,0.331047529,0.046346654
male,4243,115,2020-04-13,14,0.32995522,0.046193731
male,4256,116,2020-04-14,13,0.305451128,0.039708647
male,4266,118,2020-04-15,10,0.234411627,0.023441163
male,4272,122,2020-04-16,6,0.140449438,0.008426966
male,4272,122,2020-04-16,0,0,0
male,4286,122,2020-04-17,14,0.32664489,0.045730285
male,4293,124,2020-04-18,7,0.163056138,0.01141393
male,4297,124,2020-04-19,4,0.093088201,0.003723528
male,4297,124,2020-04-19,0,0,0
male,4302,125,2020-04-20,5,0.116225012,0.005811251
male,4308,125,2020-04-21,6,0.139275766,0.008356546
male,4314,126,2020-04-22,6,0.139082058,0.008344924
male,4318,127,2020-04-23,4,0.092635479,0.003705419
male,4323,127,2020-04-24,5,0.115660421,0.005783021
male,4327,127,2020-04-25,4,0.092442801,0.003697712
male,4333,127,2020-04-26,6,0.13847219,0.008308331
male,4337,127,2020-04-27,4,0.092229652,0.003689186
male,4344,128,2020-04-28,7,0.161141805,0.011279926
male,4348,129,2020-04-29,4,0.09199632,0.003679853
male,4352,130,2020-04-30,4,0.091911765,0.003676471
male,4356,130,2020-05-01,4,0.091827365,0.003673095
male,4362,130,2020-05-02,6,0.137551582,0.008253095
male,4369,130,2020-05-03,7,0.16021973,0.011215381
male,4375,131,2020-05-04,6,0.137142857,0.008228571
male,4377,131,2020-05-05,2,0.045693397,0.000913868
male,4379,132,2020-05-06,2,0.045672528,0.000913451
male,4382,133,2020-05-07,3,0.06846189,0.002053857
male,4389,133,2020-05-08,7,0.159489633,0.011164274
male,4406,133,2020-05-09,17,0.385837494,0.065592374
male,4430,133,2020-05-10,24,0.541760722,0.130022573
male,4461,133,2020-05-11,31,0.694911455,0.215422551
male,4481,133,2020-05-12,20,0.446328944,0.089265789
male,4499,134,2020-05-13,18,0.400088909,0.072016004
male,4516,135,2020-05-14,17,0.376439327,0.063994686
male,4532,135,2020-05-15,16,0.353045013,0.056487202
male,4544,136,2020-05-16,12,0.264084507,0.031690141
male,4549,136,2020-05-17,5,0.109914267,0.005495713
male,4560,137,2020-05-18,11,0.24122807,0.026535088
male,4569,137,2020-05-19,9,0.196979645,0.017728168
male,4592,137,2020-05-20,23,0.50087108,0.115200348
male,4601,138,2020-05-21,9,0.19560965,0.017604869
male,4628,140,2020-05-23,27,0.583405359,0.157519447
male,4643,140,2020-05-24,15,0.323066983,0.048460047
male,4651,141,2020-05-25,8,0.17200602,0.013760482
male,4664,142,2020-05-26,13,0.278730703,0.036234991
male,4680,142,2020-05-27,16,0.341880342,0.054700855
male,4727,142,2020-05-28,47,0.994288132,0.467315422
male,4759,142,2020-05-29,32,0.67241017,0.215171254
male,4780,142,2020-05-30,21,0.439330544,0.092259414
male,4795,143,2020-05-31,15,0.31282586,0.046923879
male,4829,144,2020-06-02,34,0.70407952,0.239387037
male,4852,145,2020-06-03,23,0.474031327,0.109027205
male,4872,145,2020-06-04,20,0.410509031,0.082101806
male,4893,145,2020-06-05,21,0.429184549,0.090128755
male,4920,145,2020-06-06,27,0.548780488,0.148170732
male,4950,145,2020-06-07,30,0.606060606,0.181818182
male,4962,145,2020-06-08,12,0.241837969,0.029020556
male,4980,146,2020-06-09,18,0.361445783,0.065060241
male,5002,147,2020-06-10,22,0.43982407,0.096761295
male,5030,147,2020-06-11,28,0.55666004,0.155864811
male,5030,147,2020-06-12,0,0,0
male,5081,147,2020-06-13,51,1.003739421,0.511907105
male,5097,147,2020-06-14,16,0.313910143,0.050225623
male,5138,148,2020-06-16,41,0.797975866,0.327170105
male,5156,149,2020-06-17,18,0.349107836,0.06283941
male,5181,150,2020-06-18,25,0.48253233,0.120633082
male,5206,150,2020-06-19,25,0.480215136,0.120053784
male,5245,150,2020-06-20,39,0.7435653,0.289990467
male,5270,150,2020-06-21,25,0.474383302,0.118595825
male,5279,150,2020-06-22,9,0.170486835,0.015343815
male,5314,150,2020-06-23,35,0.658637561,0.230523146
male,5345,150,2020-06-24,31,0.579981291,0.1797942
male,5360,151,2020-06-25,15,0.279850746,0.041977612
male,5384,151,2020-06-26,24,0.44576523,0.106983655
male,5412,151,2020-06-27,28,0.51736881,0.144863267
male,5450,151,2020-06-28,38,0.697247706,0.264954128
male,5470,151,2020-06-29,20,0.365630713,0.073126143
male,5495,151,2020-06-30,25,0.454959054,0.113739763
male,5495,151,2020-07-01,0,0,0
male,5555,151,2020-07-02,60,1.080108011,0.648064806
male,5587,151,2020-07-03,32,0.572758189,0.18328262
male,5625,151,2020-07-04,38,0.675555556,0.256711111
male,5657,151,2020-07-05,32,0.56567085,0.181014672
male,5682,151,2020-07-06,25,0.43998592,0.10999648
male,5703,152,2020-07-07,21,0.368227249,0.077327722
male,5738,152,2020-07-08,35,0.60996863,0.213489021
male,5766,153,2020-07-09,28,0.485605272,0.135969476
male,5802,153,2020-07-10,36,0.620475698,0.223371251
male,5824,153,2020-07-11,22,0.377747253,0.083104396
male,5856,153,2020-07-12,32,0.546448087,0.174863388
male,5895,153,2020-07-13,39,0.661577608,0.258015267
male,5911,153,2020-07-14,16,0.27068178,0.043309085
male,5944,153,2020-07-15,33,0.555181696,0.18320996
male,5911,154,2020-07-16,-33,-0.558281171,0.184232786
male,6026,154,2020-07-17,115,1.908396947,2.194656489
male,6049,155,2020-07-18,23,0.380228137,0.087452471
male,6070,155,2020-07-19,21,0.345963756,0.072652389
male,6089,156,2020-07-20,19,0.312038101,0.059287239
male,6114,156,2020-07-21,25,0.408897612,0.102224403
male,6153,157,2020-07-22,39,0.633837153,0.24719649
male,6192,157,2020-07-23,39,0.629844961,0.245639535
male,6215,158,2020-07-24,23,0.370072405,0.085116653
male,6311,158,2020-07-25,96,1.521153541,1.4603074
male,6360,158,2020-07-26,49,0.770440252,0.377515723
male,6372,158,2020-07-27,12,0.188323917,0.02259887
male,6394,159,2020-07-28,22,0.344072568,0.075695965
male,6426,159,2020-07-29,32,0.497976969,0.15935263
male,6439,159,2020-07-30,13,0.201894704,0.026246312
male,6463,160,2020-07-31,24,0.371344577,0.089122698
male,6486,160,2020-08-01,23,0.354609929,0.081560284
male,6507,106,2020-08-02,21,0.322729368,0.067773167
male,6522,160,2020-08-03,15,0.2299908,0.03449862
male,6545,160,2020-08-04,23,0.351413293,0.080825057
male,6568,160,2020-08-05,23,0.350182704,0.080542022
male,6602,160,2020-08-06,34,0.514995456,0.175098455
male,6615,160,2020-08-07,13,0.196523054,0.025547997
male,6638,161,2020-08-08,23,0.346489907,0.079692679
male,6655,162,2020-08-09,17,0.255447032,0.043425995
male,6669,162,2020-08-10,14,0.209926526,0.029389714
male,6689,162,2020-08-11,20,0.298998356,0.059799671
male,6723,162,2020-08-12,34,0.50572661,0.171947047
male,6754,162,2020-08-13,31,0.458987267,0.142286053
male,6805,162,2020-08-14,51,0.749448935,0.382218957
male,6875,162,2020-08-15,70,1.018181818,0.712727273
male,6977,162,2020-08-16,102,1.461946395,1.491185323
male,7052,162,2020-08-17,75,1.063528077,0.797646058
male,7142,163,2020-08-18,90,1.260151218,1.134136096
male,7251,163,2020-08-19,109,1.503240932,1.638532616
male,7384,163,2020-08-20,133,1.801191766,2.395585049
male,7532,163,2020-08-21,148,1.964949549,2.908125332
male,7677,163,2020-08-22,145,1.88875863,2.738700013
male,7834,163,2020-08-23,157,2.004084759,3.146413071
male,7952,163,2020-08-24,118,1.483903421,1.751006036
male,8089,164,2020-08-25,137,1.693658054,2.320311534
male,8234,165,2020-08-26,145,1.760991013,2.553436969
male,8441,165,2020-08-27,207,2.452316076,5.076294278
male,8616,167,2020-08-28,175,2.031104921,3.554433612
male,8757,170,2020-08-29,141,1.610140459,2.270298047
male,8911,172,2020-08-30,154,1.7282011,2.661429694
male,9025,172,2020-08-31,114,1.263157895,1.44
male,9139,172,2020-09-01,114,1.247401247,1.422037422
male,9272,173,2020-09-02,133,1.43442623,1.907786885
male,9359,174,2020-09-03,87,0.929586494,0.80874025
male,9453,175,2020-09-04,94,0.994393314,0.934729715
male,9535,176,2020-09-05,82,0.859989512,0.7051914
male,9614,176,2020-09-06,79,0.821718327,0.649157479
male,9680,178,2020-09-07,66,0.681818182,0.45
male,9753,181,2020-09-08,73,0.748487645,0.546395981
male,9829,182,2020-09-09,76,0.773222098,0.587648794
male,9905,183,2020-09-10,76,0.767289248,0.583139828
male,9982,185,2020-09-11,77,0.771388499,0.593969144
male,10063,186,2020-09-12,81,0.804928948,0.651992448
male,10177,190,2020-09-14,114,1.120172939,1.27699715
male,10225,192,2020-09-15,48,0.469437653,0.225330073
male,10292,192,2020-09-16,67,0.650991061,0.436164011
male,10423,198,2020-09-18,131,1.256835844,1.646454955
male,10468,199,2020-09-19,45,0.429881544,0.193446695
male,10468,199,2020-09-20,0,0,0
male,10552,202,2020-09-21,84,0.796057619,0.6686884
male,10589,203,2020-09-22,37,0.349419209,0.129285107
male,10648,203,2020-09-23,59,0.554094666,0.326915853
male,10713,207,2020-09-24,65,0.606739475,0.394380659
male,10767,208,2020-09-25,54,0.50153246,0.270827529
male,10792,211,2020-09-26,25,0.231653076,0.057913269
male,10834,213,2020-09-27,42,0.387668451,0.162820749
male,10860,216,2020-09-28,26,0.239410681,0.062246777
male,10887,216,2020-09-29,27,0.248002204,0.066960595
male,10964,217,2020-09-30,77,0.702298431,0.540769792
male,11007,219,2020-10-01,43,0.390660489,0.16798401
male,11045,220,2020-10-02,38,0.34404708,0.13073789
male,11092,224,2020-10-03,47,0.423728814,0.199152542
male,11132,225,2020-10-04,40,0.35932447,0.143729788
male,11179,226,2020-10-05,47,0.420431166,0.197602648
male,11229,226,2020-10-06,50,0.445275626,0.222637813
male,11282,227,2020-10-07,53,0.469774863,0.248980677
male,11389,230,2020-10-10,107,0.939503029,1.005268241
male,11423,231,2020-10-11,34,0.297645102,0.101199335
male,11543,232,2020-10-13,120,1.039591094,1.247509313
male,11594,233,2020-10-14,51,0.439882698,0.224340176
male,11615,233,2020-10-15,21,0.180800689,0.037968145
male,11636,234,2020-10-16,21,0.18047439,0.037899622
male,11711,235,2020-10-18,75,0.640423533,0.48031765
male,11745,235,2020-10-19,34,0.289484887,0.098424862
male,11783,237,2020-10-20,38,0.322498515,0.122549436
male,11830,240,2020-10-21,47,0.397295013,0.186728656
male,11889,241,2020-10-22,59,0.496257044,0.292791656
male,11962,242,2020-10-23,73,0.610265842,0.445494065
male,12003,244,2020-10-24,41,0.341581271,0.140048321
male,12029,244,2020-10-25,26,0.216144318,0.056197523
male,12080,244,2020-10-26,51,0.42218543,0.21531457
male,12121,246,2020-10-27,41,0.338255919,0.138684927
male,12167,247,2020-10-28,46,0.378071834,0.173913043
male,12235,247,2020-10-29,68,0.555782591,0.377932162
male,12289,248,2020-10-30,54,0.439417365,0.237285377
male,12352,248,2020-10-31,63,0.51003886,0.321324482
male,12460,249,2020-11-02,108,0.866773676,0.93611557
male,12503,249,2020-11-03,43,0.34391746,0.147884508
male,12564,249,2020-11-04,61,0.485514167,0.296163642
male,12627,250,2020-11-05,63,0.498930862,0.314326443
male,12701,251,2020-11-06,74,0.582631289,0.431147154
male,12701,251,2020-11-06,0,0,0
male,12827,252,2020-11-08,126,0.982302955,1.237701723
male,12884,252,2020-11-09,57,0.44240919,0.252173238
male,12940,255,2020-11-10,56,0.432766615,0.242349304
male,13008,257,2020-11-11,68,0.522755228,0.355473555
male,13085,257,2020-11-12,77,0.588460069,0.453114253
male,13176,257,2020-11-13,91,0.690649666,0.628491196
male,13499,260,2020-11-16,323,2.392769835,7.728646566
male,13616,260,2020-11-17,117,0.859283196,1.00536134
male,13800,261,2020-11-18,184,1.333333333,2.453333333
male,13981,262,2020-11-19,181,1.294614119,2.343251556
male,14172,263,2020-11-20,191,1.347727914,2.574160316
male,14382,264,2020-11-21,210,1.460158531,3.066332916
male,14555,265,2020-11-22,173,1.188594985,2.056269323
male,14683,267,2020-11-23,128,0.871756453,1.11584826
male,14873,268,2020-11-24,190,1.277482687,2.427217105
male,15079,269,2020-11-25,206,1.366138338,2.814244976
male,15376,271,2020-11-26,297,1.931581686,5.736797607
male,15688,271,2020-11-27,312,1.988781234,6.20499745
male,15934,273,2020-11-28,246,1.543868457,3.797916405
male,16167,274,2020-11-29,233,1.441207398,3.358013237
male,16323,275,2020-11-30,156,0.955706672,1.490902408
male,16557,275,2020-12-01,234,1.413299511,3.307120855
male,16819,275,2020-12-02,262,1.557762055,4.081336584
male,17092,276,2020-12-03,273,1.597238474,4.360461034
male,17380,279,2020-12-04,288,1.6570771,4.772382048
male,17668,280,2020-12-05,288,1.630065655,4.694589088
male,18305,284,2020-12-07,637,3.479923518,22.16711281
male,18579,285,2020-12-08,274,1.474783358,4.0409064
male,18914,287,2020-12-09,335,1.771174791,5.93343555
male,19257,289,2020-12-10,343,1.781170483,6.109414758
male,19593,292,2020-12-11,336,1.714898178,5.762057878
male,20029,295,2020-12-12,436,2.176843577,9.491037995
male,20513,297,2020-12-13,484,2.359479355,11.41988008
male,20843,302,2020-12-14,330,1.583265365,5.224775704
male,21258,308,2020-12-15,415,1.952206228,8.101655847
male,21814,317,2020-12-16,556,2.548821858,14.17144953
male,22287,331,2020-12-17,473,2.122313456,10.03854265
male,22771,336,2020-12-18,484,2.125510518,10.28747091
male,23868,345,2020-12-20,1097,4.596111949,50.41934808
male,24329,358,2020-12-21,461,1.894857988,8.735295327
male,24752,365,2020-12-22,423,1.708952812,7.228870394
male,26535,390,2020-12-25,1783,6.719427172,119.8073865
male,27100,404,2020-12-26,565,2.084870849,11.7795203
male,27571,411,2020-12-27,471,1.70831671,8.046171702
male,27966,416,2020-12-28,395,1.412429379,5.579096045
male,28587,429,2020-12-29,621,2.172316088,13.4900829
male,29107,438,2020-12-30,520,1.786511836,9.289861545
male,29612,448,2020-12-31,505,1.705389707,8.61221802
male,30169,459,2021-01-01,557,1.846266035,10.28370181
male,30591,469,2021-01-02,422,1.3794907,5.821450753
male,30887,483,2021-01-03,296,0.958331984,2.836662674
male,31423,491,2021-01-04,536,1.70575693,9.142857143
male,31779,507,2021-01-05,356,1.120236634,3.988042418
male,32185,514,2021-01-06,406,1.261457201,5.121516234
male,32643,525,2021-01-07,458,1.403057317,6.426002512
male,32962,540,2021-01-08,319,0.967781081,3.087221649
male,33284,547,2021-01-09,322,0.967431799,3.115130393
male,33627,558,2021-01-10,343,1.020013679,3.498646921
male,33867,562,2021-01-11,240,0.708654442,1.700770662
male,34135,572,2021-01-12,268,0.785117914,2.10411601
male,34411,582,2021-01-13,276,0.802069106,2.213710732
male,34677,587,2021-01-14,266,0.767079044,2.040430256
male,34937,597,2021-01-15,260,0.744196697,1.934911412
male,35216,606,2021-01-16,279,0.792253521,2.210387324
male,33284,547,2021-01-17,-1932,-5.804590794,112.1446941
male,35665,624,2021-01-18,2381,6.676012898,158.9558671
male,35471,615,2021-01-18,-194,-0.546925658,1.061035776
male,35861,633,2021-01-19,390,1.087532417,4.241376426
male,36062,640,2021-01-20,201,0.557373412,1.120320559
male,36246,650,2021-01-21,184,0.507642223,0.93406169
male,36412,659,2021-01-22,166,0.455893661,0.756783478
male,36619,664,2021-01-23,207,0.565280319,1.17013026
male,4163,106,2021-01-24,-32456,-779.6300745,253036.737
male,37051,673,2021-01-25,32888,88.76413592,29192.74902
male,37208,681,2021-01-26,157,0.421952268,0.662465061
male,37481,683,2021-01-27,273,0.72836904,1.98844748
male,37755,686,2021-01-28,274,0.725731691,1.988504834
male,37970,693,2021-01-29,215,0.566236503,1.21740848
male,38192,700,2021-01-30,222,0.581273565,1.290427315
male,38375,703,2021-01-31,183,0.476872964,0.872677524
male,38522,706,2021-02-01,147,0.381600125,0.560952183
male,38709,709,2021-02-02,187,0.483091787,0.903381643
male,38961,713,2021-02-03,252,0.646800647,1.62993763
male,39172,717,2021-02-04,211,0.538650056,1.136551619
male,39357,722,2021-02-05,185,0.470056153,0.869603882
male,39556,724,2021-02-06,199,0.503084235,1.001137628
male,39925,732,2021-02-08,369,0.924232937,3.410419537
male,40082,736,2021-02-09,157,0.391697021,0.614964323
male,40330,739,2021-02-10,248,0.614926853,1.525018597
male,40576,745,2021-02-11,246,0.606269716,1.491423502
male,40776,749,2021-02-12,200,0.490484599,0.980969198
male,41290,758,2021-02-15,514,1.244853475,6.398546864
male,41537,762,2021-02-16,247,0.594650553,1.468786865
male,41842,764,2021-02-17,305,0.728932651,2.223244587
male,42430,772,2021-02-19,588,1.385811926,8.148574122
male,43034,777,2021-02-22,604,1.403541386,8.477389971
male,43226,782,2021-02-23,192,0.444177116,0.852820062
male,43433,784,2021-02-24,207,0.476596137,0.986554003
male,43633,786,2021-02-25,200,0.458368666,0.916737332
male,43838,787,2021-02-26,205,0.467630823,0.958643186
male,44040,794,2021-02-27,202,0.458673933,0.926521344
male,44222,800,2021-02-28,182,0.411559857,0.74903894
male,44576,800,2021-03-02,354,0.794149318,2.811288586
male,44835,804,2021-03-03,259,0.577673692,1.496174863
male,45065,808,2021-03-04,230,0.510373904,1.17385998
male,45277,811,2021-03-05,212,0.468228902,0.992645272
male,45502,812,2021-03-06,225,0.494483759,1.112588458
male,45720,813,2021-03-07,218,0.476815398,1.039457568
male,45917,817,2021-03-08,197,0.429034998,0.845198946
male,46146,818,2021-03-09,229,0.496251029,1.136414857
male,46632,823,2021-03-11,486,1.042202779,5.065105507
male,47117,829,2021-03-13,485,1.029352463,4.992359446
male,47568,832,2021-03-15,451,0.948116381,4.276004877
male,47754,834,2021-03-16,186,0.389496168,0.724462872
male,47996,838,2021-03-17,242,0.504208684,1.220185015
male,48241,838,2021-03-18,245,0.507866752,1.244273543
male,48471,840,2021-03-19,230,0.474510532,1.091374224
male,48712,841,2021-03-20,241,0.494744621,1.192334538
male,49163,843,2021-03-22,451,0.917356549,4.137278034
male,49320,846,2021-03-23,157,0.318329278,0.499776967
male,49546,848,2021-03-24,226,0.456141767,1.030880394
male,49772,850,2021-03-25,226,0.454070562,1.02619947
male,50011,852,2021-03-26,239,0.477894863,1.142168723
male,50254,857,2021-03-27,243,0.483543599,1.175010944
male,50508,858,2021-03-28,254,0.502890631,1.277342203
male,50707,859,2021-03-29,199,0.392450746,0.780976985
male,50945,861,2021-03-30,238,0.467170478,1.111865738
male,51183,862,2021-03-31,238,0.464998144,1.106695583
male,51465,864,2021-04-01,282,0.547945205,1.545205479
