age,total_cases,death_cases,current_date,active_cases,re_rate,re_cases
60s,37076,373,2021-10-11,122.0,0.3290538353651958,0.4014456791455388
60s,37197,376,2021-10-12,121.0,0.3252950506761298,0.39360701131811704
60s,37355,377,2021-10-13,158.0,0.4229688127426048,0.6682907241333156
60s,37582,381,2021-10-14,227.0,0.6040125592038742,1.3711085093927944
60s,37787,382,2021-10-15,205.0,0.5425146214306508,1.1121549739328342
60s,37968,384,2021-10-16,181.0,0.4767172355667931,0.8628581963758954
60s,38158,385,2021-10-17,190.0,0.4979296608836941,0.9460663556790188
60s,38396,388,2021-10-19,238.0,0.6198562350244817,1.4752578393582665
60s,38590,393,2021-10-20,194.0,0.5027209121534076,0.9752785695776108
60s,38762,393,2021-10-21,172.0,0.4437335534802126,0.7632217119859657
60s,38946,397,2021-10-22,184.0,0.472449031993016,0.8693062188671494
60s,39137,399,2021-10-23,191.0,0.4880292306513019,0.9321358305439865
60s,39330,402,2021-10-24,193.0,0.49071955250444954,0.9470887363335876
60s,39488,402,2021-10-25,158.0,0.40012155591572124,0.6321920583468396
60s,39910,404,2021-10-27,422.0,1.0573791029817088,4.4621398145828115
60s,40189,409,2021-10-28,279.0,0.6942198113911767,1.936873273781383
60s,40471,410,2021-10-29,282.0,0.6967952360949815,1.964962565787848
60s,40793,412,2021-10-30,322.0,0.7893511141617434,2.541710587600814
60s,41126,414,2021-10-31,333.0,0.809706754850946,2.6963234936536504
60s,41395,415,2021-11-01,269.0,0.6498369368281193,1.748061360067641
60s,41647,419,2021-11-02,252.0,0.6050856004033903,1.5248157130165436
60s,42077,420,2021-11-03,430.0,1.0219359745228984,4.394324690448463
60s,42474,424,2021-11-04,397.0,0.9346894570796251,3.710717144606112
60s,42834,426,2021-11-05,360.0,0.8404538450763412,3.0256338422748286
60s,43191,428,2021-11-06,357.0,0.826561089115788,2.9508230881433635
60s,43584,429,2021-11-07,393.0,0.9017070484581499,3.5437087004405288
60s,43899,429,2021-11-08,315.0,0.7175562085696713,2.2603020569944645
60s,44175,435,2021-11-09,276.0,0.6247877758913413,1.724414261460102
60s,44632,436,2021-11-10,457.0,1.0239290195375517,4.6793556192866115
60s,45072,437,2021-11-11,440.0,0.9762158324458644,4.2953496627618035
60s,45483,443,2021-11-12,411.0,0.9036343249126046,3.713937075390805
60s,45975,449,2021-11-13,492.0,1.0701468189233279,5.265122349102773
60s,46451,453,2021-11-14,476.0,1.0247357430410542,4.877742136875418
60s,46841,455,2021-11-15,390.0,0.8326039153732842,3.247155269955808
60s,48426,460,2021-11-18,1585.0,3.2730351464089535,51.87760707058192
60s,49043,464,2021-11-19,617.0,1.2580796443936952,7.7623514059091
60s,49639,469,2021-11-20,596.0,1.200668828944983,7.155986220512099
60s,50258,473,2021-11-21,619.0,1.2316447132794779,7.623880775199968
60s,50784,476,2021-11-22,526.0,1.0357592942659106,5.44809388783869
60s,51304,481,2021-11-23,520.0,1.0135661936691096,5.27054420707937
60s,52177,484,2021-11-24,873.0,1.6731510052321905,14.606608275677024
60s,53008,491,2021-11-25,831.0,1.5676878961666165,13.027486417144582
60s,53775,497,2021-11-26,767.0,1.4263133426313344,10.939823337982334
60s,54584,502,2021-11-27,809.0,1.482119302359666,11.990345156089697
60s,55365,511,2021-11-28,781.0,1.4106384900207711,11.017086607062222
60s,56025,515,2021-11-29,660.0,1.178045515394913,7.775100401606426
60s,56645,522,2021-11-30,620.0,1.094536146173537,6.786124106275929
60s,57625,530,2021-12-01,980.0,1.7006507592190891,16.666377440347073
60s,58660,538,2021-12-02,1035.0,1.7644050460279577,18.26159222638936
60s,59617,542,2021-12-03,957.0,1.605246825569888,15.362212120703827
60s,60678,554,2021-12-04,1061.0,1.7485744421371832,18.55237483107551
60s,61733,559,2021-12-05,1055.0,1.7089725106507054,18.02965998736494
60s,62614,562,2021-12-06,881.0,1.407033570766921,12.395965758456576
60s,63556,578,2021-12-07,942.0,1.4821574674302977,13.961923343193405
60s,65062,587,2021-12-08,1506.0,2.3147151947373277,34.85961083274415
60s,66465,600,2021-12-09,1403.0,2.1108854284209735,29.615722560746256
60s,67869,607,2021-12-10,1404.0,2.0686911550192284,29.044423816469966
60s,69297,619,2021-12-11,1428.0,2.0606952681934283,29.426728429802157
60s,70671,628,2021-12-12,1374.0,1.9442204015791484,26.7135883176975
60s,71857,632,2021-12-13,1186.0,1.6505002992053663,19.574933548575647
60s,72893,649,2021-12-14,1036.0,1.4212613008107773,14.724267076399654
60s,74388,658,2021-12-15,1495.0,2.0097327525945046,30.045504651287843
60s,75894,667,2021-12-16,1506.0,1.9843465886631353,29.884259625266818
60s,77244,681,2021-12-17,1350.0,1.7477085598881466,23.59406555848998
60s,78645,693,2021-12-18,1401.0,1.781422849513637,24.95773412168605
60s,79747,707,2021-12-19,1102.0,1.381870164394899,15.228209211631786
60s,80676,718,2021-12-20,929.0,1.1515196588824435,10.697617631017899
60s,81549,726,2021-12-21,873.0,1.0705220174373689,9.345657212228229
60s,82815,741,2021-12-22,1266.0,1.5287085672885348,19.35345046187285
60s,83975,767,2021-12-23,1160.0,1.3813635010419767,16.02381661208693
60s,84987,774,2021-12-24,1012.0,1.190770353112829,12.050595973501832
60s,85870,795,2021-12-25,883.0,1.0282985908932107,9.07987655758705
60s,86717,798,2021-12-26,847.0,0.976740431518618,8.272991454962694
60s,87304,807,2021-12-27,587.0,0.6723632365069183,3.9467721982956108
60s,87830,814,2021-12-28,526.0,0.5988842081293408,3.150130934760333
60s,88585,817,2021-12-29,755.0,0.852288762205791,6.434780154653722
60s,89237,826,2021-12-30,652.0,0.7306386364400417,4.763763909589072
60s,89859,848,2021-12-31,622.0,0.6921955508073759,4.305456326021878
60s,90422,863,2022-01-01,563.0,0.6226360841388158,3.505441153701533
60s,90880,885,2022-01-02,458.0,0.5039612676056339,2.3081426056338032
60s,91227,891,2022-01-03,347.0,0.380369846646278,1.3198833678625845
60s,91564,899,2022-01-04,337.0,0.36804857804377267,1.240323708007514
60s,92004,912,2022-01-05,440.0,0.47824007651841227,2.104256336681014
60s,92411,923,2022-01-06,407.0,0.44042375907630044,1.7925246994405426
60s,92763,935,2022-01-07,352.0,0.37946163879995254,1.3357049685758329
60s,93129,942,2022-01-08,366.0,0.39300325355152527,1.4383919079985825
60s,93452,948,2022-01-09,323.0,0.34563198219406754,1.1163913024868382
60s,93713,955,2022-01-10,261.0,0.27850991858120006,0.7269108874969321
60s,93968,968,2022-01-11,255.0,0.27136897667290993,0.6919908905159204
60s,94263,981,2022-01-12,295.0,0.3129541813861218,0.9232148350890593
60s,94553,987,2022-01-13,290.0,0.30670629170941166,0.8894482459572939
60s,94844,997,2022-01-14,291.0,0.30681961958584625,0.8928450929948126
60s,95135,1000,2022-01-15,291.0,0.3058811163084038,0.890114048457455
60s,95395,1007,2022-01-16,260.0,0.2725509722731799,0.7086325279102678
60s,95619,1009,2022-01-17,224.0,0.23426306487204424,0.5247492653133791
60s,95863,1015,2022-01-18,244.0,0.2545299020477139,0.6210529609964219
60s,96169,1022,2022-01-19,306.0,0.3181898532791232,0.973660951034117
60s,96513,1025,2022-01-20,344.0,0.3564286676406287,1.2261146166837626
60s,96856,1028,2022-01-21,343.0,0.3541339720822665,1.214679524242174
60s,97219,1033,2022-01-22,363.0,0.37338380357749,1.3553832069862886
60s,97651,1036,2022-01-23,432.0,0.4423917829822531,1.9111325024833334
60s,98043,1040,2022-01-24,392.0,0.3998245667717226,1.5673123017451527
60s,98426,1042,2022-01-25,383.0,0.3891248247414301,1.4903480787596775
60s,99033,1049,2022-01-26,607.0,0.6129270041299365,3.7204669150687146
60s,99686,1054,2022-01-27,653.0,0.6550568785988002,4.277521417250165
60s,100474,1058,2022-01-28,788.0,0.7842825009455182,6.180146107450684
60s,101317,1064,2022-01-29,843.0,0.8320420067708282,7.014114117078082
60s,102247,1064,2022-01-30,930.0,0.909562138742457,8.45892789030485
60s,103136,1067,2022-01-31,889.0,0.8619686627365808,7.662901411728203
60s,104081,1069,2022-02-01,945.0,0.9079466953622659,8.580096271173414
60s,105151,1070,2022-02-02,1070.0,1.0175842360034617,10.88815132523704
60s,106331,1073,2022-02-03,1180.0,1.1097422200487157,13.094958196574845
60s,107890,1078,2022-02-04,1559.0,1.4449902678654185,22.527398276021874
60s,110434,1081,2022-02-05,2544.0,2.303638372240433,58.604560189796615
60s,113243,1084,2022-02-06,2809.0,2.4805065213743895,69.67742818540661
60s,115722,1085,2022-02-07,2479.0,2.14220286548798,53.105209035447025
60s,118267,1090,2022-02-08,2545.0,2.1519105075803053,54.766122417918766
60s,121697,1092,2022-02-09,3430.0,2.818475393805928,96.67370600754333
60s,125160,1095,2022-02-10,3463.0,2.7668584212208374,95.8163071268776
60s,128748,1100,2022-02-11,3588.0,2.7868394072140927,99.99179793084164
60s,132500,1104,2022-02-12,3752.0,2.831698113207547,106.24531320754717
60s,136387,1108,2022-02-13,3887.0,2.849978370372543,110.77865925638075
60s,140096,1108,2022-02-14,3709.0,2.647470306075834,98.19467365235266
60s,143803,1113,2022-02-15,3707.0,2.577832173181366,95.56023865983323
60s,150006,1116,2022-02-16,6203.0,4.135167926616268,256.50446648800715
60s,156142,1119,2022-02-17,6136.0,3.9297562475182843,241.12984334772193
60s,163759,1122,2022-02-18,7617.0,4.651347406860081,354.29313198053234
60s,171530,1130,2022-02-19,7771.0,4.530402844983385,352.05760508365887
60s,179905,1135,2022-02-20,8375.0,4.655234707206581,389.8759067285512
60s,187701,1138,2022-02-21,7796.0,4.1534142066371516,323.8001715494323
60s,195022,1140,2022-02-22,7321.0,3.7539354534360228,274.8256145460512
60s,208651,1151,2022-02-23,13629.0,6.531960067289397,890.2408375708719
60s,222240,1159,2022-02-24,13589.0,6.114560835133189,830.9076718862492
60s,236165,1170,2022-02-25,13925.0,5.896301314758749,821.0599580801558
60s,251006,1178,2022-02-26,14841.0,5.912607666749002,877.4901038222193
60s,266267,1183,2022-02-27,15261.0,5.731465033218536,874.6788787194808
60s,279166,1192,2022-02-28,12899.0,4.6205483475781435,596.0045313541046
60s,291288,1200,2022-03-01,12122.0,4.16151712394606,504.4591057647415
60s,311191,1208,2022-03-02,19903.0,6.395750519777243,1272.9462259512648
60s,328714,1219,2022-03-03,17523.0,5.330773864210226,934.1115042255578
60s,352644,1238,2022-03-04,23930.0,6.7858803779448955,1623.8611744422133
60s,376165,1259,2022-03-05,23521.0,6.2528411734212375,1470.7307724004093
60s,400905,1273,2022-03-06,24740.0,6.171038026465123,1526.7148077474715
60s,422323,1283,2022-03-07,21418.0,5.071473729822908,1086.2082434534705
60s,439898,1305,2022-03-08,17575.0,3.995244352099805,702.1641948815408
60s,471373,1327,2022-03-09,31475.0,6.67730226381231,2101.6808875349248
60s,503087,1347,2022-03-10,31714.0,6.303879845831835,1999.2124543071081
60s,528638,1365,2022-03-11,25551.0,4.833364230342881,1234.9728944949095
60s,565227,1389,2022-03-12,36589.0,6.473328414955408,2368.526133748034
60s,602057,1418,2022-03-13,36830.0,6.117360980770924,2253.024049217931
60s,634562,1442,2022-03-14,32505.0,5.122430905096744,1665.0461657016965
60s,667504,1474,2022-03-15,32942.0,4.9351015125002995,1625.7211402478486
60s,707136,1493,2022-03-16,39632.0,5.604579599963798,2221.2069870576524
60s,771372,1536,2022-03-17,64236.0,8.327499572190849,5349.252625192513
60s,814761,1566,2022-03-18,43389.0,5.325365352538966,2310.6227728131316
60s,856804,1590,2022-03-19,42043.0,4.906956550156162,2063.031742382155
60s,895119,1617,2022-03-20,38315.0,4.280436455934909,1640.0492280914605
60s,916470,1647,2022-03-21,21351.0,2.3296998265082327,497.41420995777275
60s,949128,1690,2022-03-22,32658.0,3.4408425417857234,1123.7103572963815
60s,998845,1728,2022-03-23,49717.0,4.97744895354134,2474.638296232148
60s,1038863,1759,2022-03-24,40018.0,3.8520959934081778,1541.5317746420844
60s,1074463,1808,2022-03-25,35600.0,3.3132830074185895,1179.5287506410177
60s,1111374,1839,2022-03-26,36911.0,3.3212042030855504,1225.8896834009074
60s,1148422,1867,2022-03-27,37048.0,3.225991839236796,1195.1654566004481
60s,1167540,1896,2022-03-28,19118.0,1.6374599585453176,313.0495948746938
60s,1199511,1921,2022-03-29,31971.0,2.6653361244707217,852.1346123545345
60s,1243617,1957,2022-03-30,44106.0,3.5465903087526147,1564.2591215784282
60s,1277252,1990,2022-03-31,33635.0,2.6333879297115996,885.7400301584966
60s,1307658,2031,2022-04-01,30406.0,2.325225708862715,707.0081290367971
60s,1338112,2066,2022-04-02,30454.0,2.2758931987755884,693.1005147551176
60s,1366133,2091,2022-04-03,28021.0,2.051118009739901,574.7437775092177
60s,1379219,2120,2022-04-04,13086.0,0.9487978341365657,124.15968457511099
60s,1405278,2140,2022-04-05,26059.0,1.8543661823496846,483.2292834585043
60s,1436090,2174,2022-04-06,30812.0,2.1455479809761226,661.0862438983629
60s,1460064,2201,2022-04-07,23974.0,1.6419828171915754,393.6489605935083
60s,1482966,2235,2022-04-08,22902.0,1.5443374966115204,353.6841734739704
60s,1505335,2273,2022-04-09,22369.0,1.4859815257069025,332.39920748537696
60s,1525640,2315,2022-04-10,20305.0,1.3309168611205788,270.2426686505335
60s,1534972,2347,2022-04-11,9332.0,0.6079589725415186,56.73473131757452
60s,1556625,2368,2022-04-12,21653.0,1.3910222436360717,301.1980464145186
60s,1578171,2387,2022-04-13,21546.0,1.3652512940612898,294.1570438184455
60s,1594801,2425,2022-04-14,16630.0,1.0427633290924698,173.4115416280777
60s,1609672,2456,2022-04-15,14871.0,0.9238528097649708,137.3861513401488
60s,1623308,2485,2022-04-16,13636.0,0.8400131090341452,114.54418754789603
60s,1635465,2501,2022-04-17,12157.0,0.7433359931273369,90.36735668449035
60s,1640250,2519,2022-04-18,4785.0,0.2917238225880201,13.958984910836762
60s,1653183,2531,2022-04-19,12933.0,0.7823090365676395,101.1760276992928
60s,1666287,2550,2022-04-20,13104.0,0.786419146281523,103.05236492873077
60s,1676933,2575,2022-04-21,10646.0,0.6348494543312105,67.58607290810068
60s,1686851,2592,2022-04-22,9918.0,0.5879594581856963,58.313819062857355
60s,1696765,2606,2022-04-23,9914.0,0.5842883369234986,57.92634572259565
60s,1705343,2614,2022-04-24,8578.0,0.5030073128983437,43.14796730041992
60s,1708930,2629,2022-04-25,3587.0,0.2098974211933783,7.529020498206479
60s,1717890,2638,2022-04-26,8960.0,0.5215700656037348,46.732677878094634
60s,1727297,2661,2022-04-27,9407.0,0.54460813629619,51.23128738138259
60s,1734111,2679,2022-04-28,6814.0,0.39293909098091184,26.774869659439332
60s,1740308,2692,2022-04-29,6197.0,0.3560863939026885,22.066673830149607
60s,1746018,2703,2022-04-30,5710.0,0.3270298473440709,18.67340428334645
60s,1751044,2712,2022-05-01,5026.0,0.287028766838526,14.426065821304316
60s,1753053,2725,2022-05-02,2009.0,0.11460007198869629,2.3023154462529085
60s,1758759,2730,2022-05-03,5706.0,0.3244333078039686,18.51216454329445
60s,1764527,2739,2022-05-04,5768.0,0.3268864687250464,18.85481151606068
60s,1769359,2745,2022-05-05,4832.0,0.2730932501544344,13.19586584746227
60s,1772472,2755,2022-05-06,3113.0,0.1756304189854621,5.467374943017436
60s,1777165,2765,2022-05-07,4693.0,0.2640722724113968,12.392911744266852
60s,1782133,2767,2022-05-08,4968.0,0.2787670729401229,13.849148183665305
60s,1783933,2774,2022-05-09,1800.0,0.10090065041680377,1.816211707502468
60s,1788607,2785,2022-05-10,4674.0,0.2613206814017836,12.214128648719365
60s,1793060,2790,2022-05-11,4453.0,0.24834640223974658,11.058865291735914
60s,1796650,2796,2022-05-12,3590.0,0.1998163248267609,7.1734060612807165
60s,1800200,2803,2022-05-13,3550.0,0.19720031107654706,7.000611043217421
60s,1803509,2809,2022-05-14,3309.0,0.1834756577316775,6.071209514341209
60s,1806549,2814,2022-05-15,3040.0,0.16827664237172643,5.115609928100484
60s,1807760,2817,2022-05-16,1211.0,0.06698898083816435,0.8112365579501702
60s,1811028,2819,2022-05-17,3268.0,0.1804499985643513,5.897105953083
60s,1814280,2822,2022-05-18,3252.0,0.17924465903829617,5.829036311925392
60s,1816965,2824,2022-05-19,2685.0,0.14777389768102303,3.9677291527354686
60s,1819406,2829,2022-05-20,2441.0,0.1341646669297562,3.2749595197553494
60s,1822004,2829,2022-05-21,2598.0,0.14259024678321233,3.7044946114278563
60s,1824148,2836,2022-05-22,2144.0,0.11753432287292478,2.5199358823955076
60s,1825009,2838,2022-05-23,861.0,0.04717784953389271,0.4062012844868162
60s,1827335,2839,2022-05-24,2326.0,0.12728919437322658,2.9607466611212505
60s,1829586,2844,2022-05-25,2251.0,0.12303329824342774,2.7694795434595587
60s,1831246,2846,2022-05-26,1660.0,0.09064866216772624,1.5047677919842557
60s,1832819,2856,2022-05-27,1573.0,0.08582407755484857,1.3500127399377682
60s,1834297,2857,2022-05-28,1478.0,0.08057582823283253,1.1909107412812647
60s,1835613,2857,2022-05-29,1316.0,0.0716926716034371,0.9434755583012323
60s,1836131,2857,2022-05-30,518.0,0.028211494713612482,0.14613554261651265
60s,1837541,2857,2022-05-31,1410.0,0.07673298174027138,1.0819350425378265
60s,1838922,2860,2022-06-01,1381.0,0.07509834566120804,1.0371081535812832
60s,1839766,2861,2022-06-02,844.0,0.045875399371441805,0.38718837069496886
60s,1840876,2862,2022-06-03,1110.0,0.060297380160314974,0.6693009197794961
60s,1841976,2862,2022-06-04,1100.0,0.05971847624507594,0.6569032386958353
60s,1842910,2864,2022-06-05,934.0,0.050680716909670034,0.4733578959363181
60s,1843340,2864,2022-06-06,430.0,0.023327221239706184,0.1003070513307366
60s,1843819,2868,2022-06-07,479.0,0.025978688797544662,0.12443791934023894
60s,1844905,2869,2022-06-08,1086.0,0.058864819597757065,0.6392719408316417
60s,1845951,2874,2022-06-09,1046.0,0.056664559351792106,0.5927112908197454
60s,1846778,2876,2022-06-10,827.0,0.04478069372712909,0.37033633712335756
60s,1847606,2879,2022-06-11,828.0,0.04481474946498333,0.37106612557006197
60s,1848351,2883,2022-06-12,745.0,0.04030619725366016,0.3002811695397682
60s,1848691,2886,2022-06-13,340.0,0.01839139153054783,0.06253073120386263
60s,1849459,2886,2022-06-14,768.0,0.04152565696238738,0.31891704547113503
60s,1850306,2887,2022-06-15,847.0,0.04577621215085505,0.38772451691774223
60s,1851015,2888,2022-06-16,709.0,0.03830330926545706,0.27157046269209056
60s,1851680,2890,2022-06-17,665.0,0.03591333275727988,0.23882366283591117
60s,1852359,2893,2022-06-18,679.0,0.03665596139841144,0.24889397789521364
60s,1853005,2894,2022-06-19,646.0,0.034862291251237854,0.22521040148299654
60s,1853320,2895,2022-06-20,315.0,0.01699652515485723,0.053539054237800275
60s,1854120,2896,2022-06-21,800.0,0.04314715336655665,0.3451772269324532
60s,1854914,2898,2022-06-22,794.0,0.04280521900206694,0.3398734388764115
60s,1855551,2900,2022-06-23,637.0,0.0343294255991886,0.21867844106683137
60s,1856273,2902,2022-06-24,722.0,0.03889514096256316,0.280822917749706
60s,1856958,2903,2022-06-25,685.0,0.03688828718797086,0.25268476723760036
60s,1857652,2903,2022-06-26,694.0,0.037358988658801544,0.2592713812920827
60s,1857941,2903,2022-06-27,289.0,0.015554853464130455,0.044953526511337015
60s,1858731,2903,2022-06-28,790.0,0.04250211569075891,0.33576671395699537
60s,1859623,2904,2022-06-29,892.0,0.047966711532391244,0.42786306686892994
60s,1860442,2905,2022-06-30,819.0,0.04402179697082736,0.36053851719107605
60s,1861209,2906,2022-07-01,767.0,0.041209772787473085,0.3160789572799186
60s,1863000,2907,2022-07-03,1791.0,0.09613526570048309,1.721782608695652
60s,1863465,2907,2022-07-04,465.0,0.024953514018240214,0.116033840184817
60s,1864721,2907,2022-07-05,1256.0,0.06735592080531082,0.8459903653147038
60s,1866203,2907,2022-07-06,1482.0,0.07941258266115744,1.1768944750383532
60s,1867558,2908,2022-07-07,1355.0,0.07255464087326874,0.9831153838327914
60s,1869123,2909,2022-07-08,1565.0,0.08372910718021233,1.310360527370323
60s,1870813,2911,2022-07-09,1690.0,0.09033505753915544,1.526662472411727
60s,1872706,2911,2022-07-10,1893.0,0.10108367250385271,1.913513920497932
60s,1873591,2917,2022-07-11,885.0,0.04723549590065281,0.4180341387207774
60s,1876358,2918,2022-07-12,2767.0,0.14746652824247825,4.0803988364693735
60s,1879408,2917,2022-07-13,3050.0,0.16228514510952385,4.9496969258404775
60s,1882339,2919,2022-07-14,2931.0,0.1557105282310997,4.563875582453533
60s,1885500,2922,2022-07-15,3161.0,0.16764783876955716,5.2993481835057015
60s,1889053,2922,2022-07-16,3553.0,0.18808365884916942,6.682612398910989
60s,1892616,2925,2022-07-17,3563.0,0.18825794561601508,6.707630602298617
60s,1894423,2927,2022-07-18,1807.0,0.09538524395026876,1.7236113581813566
60s,1899886,2928,2022-07-19,5463.0,0.2875435684035779,15.708505141887462
60s,1906189,2929,2022-07-20,6303.0,0.33065976144023496,20.84148476357801
60s,1912045,2930,2022-07-21,5856.0,0.3062689424150582,17.93510926782581
60s,1918243,2933,2022-07-22,6198.0,0.3231081776396421,20.026244850105016
60s,1924841,2938,2022-07-23,6598.0,0.3427815596197296,22.61672730370976
60s,1931228,2942,2022-07-24,6387.0,0.33072221405240604,21.123227811527173
60s,1934208,2943,2022-07-25,2980.0,0.1540682284428562,4.5912332075971145
60s,1942917,2945,2022-07-26,8709.0,0.4482435430849594,39.03753016726912
60s,1952463,2950,2022-07-27,9546.0,0.4889209168112277,46.6723907187998
60s,1960879,2952,2022-07-28,8416.0,0.42919527416021075,36.12107427332334
60s,1969737,2954,2022-07-29,8858.0,0.4497047067704978,39.8348429257307
60s,1978719,2960,2022-07-30,8982.0,0.45393004261848197,40.77199642799205
60s,1987217,2961,2022-07-31,8498.0,0.4276332177109998,36.340270841080766
60s,2003828,2962,2022-08-02,16611.0,0.8289633641210723,137.69910441415132
60s,2017250,2964,2022-08-03,13422.0,0.6653612591399182,89.30478820175982
60s,2029527,2969,2022-08-04,12277.0,0.6049192742939611,74.26593930506961
60s,2042448,2975,2022-08-05,12921.0,0.6326232050950624,81.74124433033302
60s,2055442,2980,2022-08-06,12994.0,0.6321754639634687,82.14487978741312
60s,2068071,2983,2022-08-07,12629.0,0.6106656879768635,77.12096973459809
60s,2074025,2985,2022-08-08,5954.0,0.28707464953411843,17.092424633261412
60s,2091028,2989,2022-08-09,17003.0,0.8131407135628982,138.2583155270996
60s,2108674,2993,2022-08-10,17646.0,0.8368292111535496,147.66688260015536
60s,2124703,3002,2022-08-11,16029.0,0.7544113224295349,120.92459087223014
60s,2140537,3005,2022-08-12,15834.0,0.7397209204979872,117.1274105516513
60s,2156533,3006,2022-08-13,15996.0,0.741746126769217,118.64971043800395
60s,2172305,3011,2022-08-14,15772.0,0.7260490584885639,114.5124575048163
60s,2179405,3019,2022-08-15,7100.0,0.3257769895911958,23.130166260974903
60s,2188766,3024,2022-08-16,9361.0,0.4276839095636537,40.035490774253624
60s,2210455,3027,2022-08-17,21689.0,0.9812007030226808,212.81262047858922
60s,2232121,3035,2022-08-18,21666.0,0.9706463045686142,210.30022834783594
60s,2249300,3042,2022-08-19,17179.0,0.7637487218245677,131.20439292224248
60s,2265668,3053,2022-08-20,16368.0,0.7224359438364315,118.24831528714711
60s,2280709,3062,2022-08-21,15041.0,0.6594879048576561,99.19357576964005
60s,2287287,3070,2022-08-22,6578.0,0.2875896203668364,18.917645227730496
60s,2304979,3081,2022-08-23,17692.0,0.7675557998576126,135.7959721108088
60s,2322110,3084,2022-08-24,17131.0,0.7377342158640202,126.38124851966529
60s,2336245,3091,2022-08-25,14135.0,0.605030722377148,85.52109260800985
60s,2349179,3102,2022-08-26,12934.0,0.5505753286573735,71.21141300854468
60s,2361810,3109,2022-08-27,12631.0,0.5348016986971856,67.55080256244152
60s,2373432,3119,2022-08-28,11622.0,0.4896706541413447,56.90952342430708
60s,2378093,3123,2022-08-29,4661.0,0.19599738109485204,9.135437932831055
60s,2391525,3126,2022-08-30,13432.0,0.5616499932051724,75.44082708731875
60s,2404708,3136,2022-08-31,13183.0,0.5482162491246338,72.27134812210048
60s,2415281,3144,2022-09-01,10573.0,0.4377544476191383,46.28377774677149
60s,2426334,3151,2022-09-02,11053.0,0.45554321869948655,50.351191962854244
60s,2436807,3158,2022-09-03,10473.0,0.429783729281802,45.01124996768313
60s,2446561,3162,2022-09-04,9754.0,0.3986820684217561,38.88744895385809
60s,2446561,3162,2022-09-04,0.0,0.0,0.0
60s,2450628,3168,2022-09-05,4067.0,0.16595746069986958,6.749489926663696
60s,2462336,3170,2022-09-06,11708.0,0.47548344336435,55.6696015490981
60s,2473308,3178,2022-09-07,10972.0,0.44361640361815025,48.673591804983445
60s,2482677,3181,2022-09-08,9369.0,0.3773749062000413,35.356254961881874
60s,2492616,3192,2022-09-09,9939.0,0.39873771170529276,39.63054116638905
60s,2498826,3198,2022-09-10,6210.0,0.24851670344393728,15.432887283868507
60s,2502835,3200,2022-09-11,4009.0,0.1601783577423202,6.421550361889618
60s,2507244,3205,2022-09-12,4409.0,0.17585045571950714,7.75324659267307
60s,2513520,3206,2022-09-13,6276.0,0.24968967822018526,15.670524205098827
60s,2524132,3210,2022-09-14,10612.0,0.42042175290357237,44.6151564181271
60s,2532672,3211,2022-09-15,8540.0,0.3371932883531701,28.796306825360727
60s,2539100,3222,2022-09-16,6428.0,0.2531605687054468,16.27316135638612
60s,2544638,3227,2022-09-17,5538.0,0.21763409962438665,12.052576437198534
60s,2549484,3233,2022-09-18,4846.0,0.1900776784635636,9.211164298344293
60s,2551648,3234,2022-09-19,2164.0,0.08480793589084387,1.8352437326778612
60s,2557140,3239,2022-09-20,5492.0,0.21477118968848008,11.795233737691326
60s,2562393,3246,2022-09-21,5253.0,0.20500368210496986,10.768843420974067
60s,2566569,3250,2022-09-22,4176.0,0.1627074900382573,6.794664783997624
60s,2570336,3255,2022-09-23,3767.0,0.14655671476413978,5.520791445165146
60s,2583837,3270,2022-09-27,13501.0,0.5225174807853591,70.54508508083133
60s,2588404,3278,2022-09-28,4567.0,0.17644077199695254,8.058050057100822
60s,2596249,3284,2022-09-30,7845.0,0.30216670280855185,23.704977835330894
60s,2606567,3296,2022-10-04,10318.0,0.3958463373471697,40.843425087480966
60s,2610864,3297,2022-10-05,4297.0,0.16458153316296828,7.072068480012747
60s,2614648,3304,2022-10-06,3784.0,0.14472311378051653,5.4763226254547455
60s,2617727,3308,2022-10-07,3079.0,0.11762112703119922,3.621554501290624
60s,2620580,3314,2022-10-08,2853.0,0.10886902899358158,3.106033397186883
60s,2623128,3318,2022-10-09,2548.0,0.09713593846735653,2.4750237121482446
60s,2624173,3319,2022-10-10,1045.0,0.03982206965775503,0.4161406279235401
60s,2625940,3319,2022-10-11,1767.0,0.06729018941788464,1.1890176470140217
60s,2629705,3320,2022-10-12,3765.0,0.1431719527475515,5.390424020945314
60s,2633260,3323,2022-10-13,3555.0,0.13500375959836858,4.7993836537220025
60s,2636470,3329,2022-10-14,3210.0,0.12175370855727545,3.908294044688542
60s,2639636,3330,2022-10-15,3166.0,0.11994077971356656,3.7973250857315173
60s,2642696,3333,2022-10-16,3060.0,0.11579084389577916,3.5431998232108426
60s,2643928,3333,2022-10-17,1232.0,0.04659733547963484,0.5740791731091013
60s,2647854,3335,2022-10-18,3926.0,0.14827101494266678,5.821120046649098
60s,2651782,3342,2022-10-19,3928.0,0.14812680680387755,5.81842097125631
60s,2655258,3343,2022-10-20,3476.0,0.13091006598982097,4.550433893806177
60s,2658701,3345,2022-10-21,3443.0,0.12949933068818192,4.458661955594104
60s,2662415,3345,2022-10-22,3714.0,0.139497411184958,5.180933851409341
60s,2666060,3346,2022-10-23,3645.0,0.13671860348229223,4.983393096929552
