age,total_cases,death_cases,current_date,active_cases,re_rate,re_cases
20s,38527,5,2021-08-12,490.0,1.2718353362576893,6.231993147662678
20s,38996,5,2021-08-13,469.0,1.2026874551236024,5.640604164529695
20s,39466,5,2021-08-14,470.0,1.1908984949070085,5.59722292606294
20s,40580,6,2021-08-17,1114.0,2.7451946771808773,30.58146870379497
20s,41008,6,2021-08-18,428.0,1.0436987904799064,4.4670308232539995
20s,41523,6,2021-08-19,515.0,1.240276473279869,6.387423837391325
20s,41978,6,2021-08-20,455.0,1.0839010910476916,4.931749964266997
20s,42388,8,2021-08-21,410.0,0.9672548834575823,3.9657450221760873
20s,42762,8,2021-08-22,374.0,0.874608297086198,3.2710350311023806
20s,43083,8,2021-08-23,321.0,0.7450734628507764,2.391685815750992
20s,43428,8,2021-08-24,345.0,0.794418347609837,2.740743299253938
20s,43938,8,2021-08-25,510.0,1.160726478219309,5.919705038918476
20s,44375,8,2021-08-26,437.0,0.9847887323943662,4.30352676056338
20s,44803,8,2021-08-27,428.0,0.9552931723322099,4.0886547775818585
20s,45236,8,2021-08-28,433.0,0.9572022283137324,4.144685648598461
20s,45637,8,2021-08-29,401.0,0.8786730065517014,3.523478756272323
20s,45963,8,2021-08-30,326.0,0.7092661488588647,2.312207645279899
20s,46275,8,2021-08-31,312.0,0.6742301458670988,2.1035980551053486
20s,46720,8,2021-09-01,445.0,0.9524828767123288,4.238548801369863
20s,47190,8,2021-09-02,470.0,0.9959737232464506,4.681076499258317
20s,47570,8,2021-09-03,380.0,0.7988227874710951,3.0355265923901618
20s,47984,8,2021-09-04,414.0,0.8627875958652884,3.571940646882294
20s,48581,8,2021-09-06,597.0,1.228875486301229,7.336386653218337
20s,48928,8,2021-09-07,347.0,0.7092053629823414,2.4609426095487246
20s,49383,8,2021-09-08,455.0,0.9213697021242128,4.1922321446651685
20s,49821,8,2021-09-09,438.0,0.8791473475040645,3.8506653820678025
20s,50248,8,2021-09-10,427.0,0.8497850660722814,3.628582232128642
20s,50664,8,2021-09-11,416.0,0.82109584714985,3.415758724143376
20s,51328,8,2021-09-13,664.0,1.2936408977556109,8.589775561097255
20s,51677,8,2021-09-14,349.0,0.6753488012075004,2.3569673162141767
20s,52112,8,2021-09-15,435.0,0.8347405587964384,3.631121430764507
20s,52517,8,2021-09-16,405.0,0.7711788563703182,3.1232743682997888
20s,53367,8,2021-09-18,850.0,1.5927445799838853,13.538328929863026
20s,53769,8,2021-09-19,402.0,0.7476426937454668,3.0055236288567766
20s,54097,9,2021-09-20,328.0,0.6063182801264395,1.9887239588147216
20s,54456,9,2021-09-21,359.0,0.659247833112972,2.3666997208755696
20s,54792,9,2021-09-22,336.0,0.613228208497591,2.0604467805519056
20s,55194,9,2021-09-23,402.0,0.7283400369605392,2.9279269485813675
20s,55742,10,2021-09-24,548.0,0.9831007140038033,5.387391912740842
20s,57283,10,2021-09-26,1541.0,2.6901524012359688,41.45524850304628
20s,57911,10,2021-09-27,628.0,1.0844226485469082,6.810174232874584
20s,58480,10,2021-09-28,569.0,0.972982216142271,5.536268809849522
20s,59226,10,2021-09-29,746.0,1.2595819403640292,9.396481275115656
20s,59838,10,2021-09-30,612.0,1.0227614559310139,6.259300110297805
20s,60426,10,2021-10-01,588.0,0.9730910535200079,5.721775394697646
20s,60943,10,2021-10-02,517.0,0.8483336888568007,4.38588517138966
20s,61418,10,2021-10-03,475.0,0.7733889087889544,3.6735973167475335
20s,61801,11,2021-10-04,383.0,0.6197310723127457,2.373570006957816
20s,62526,11,2021-10-06,725.0,1.1595176406614849,8.406502894795764
20s,62975,11,2021-10-07,449.0,0.7129813418023024,3.2012862246923377
20s,63419,11,2021-10-08,444.0,0.7001056465727936,3.1084690707832037
20s,64088,11,2021-10-10,669.0,1.0438771688927726,6.983538259892649
20s,64330,11,2021-10-11,242.0,0.37618529457484845,0.9103684128711332
20s,64569,11,2021-10-12,239.0,0.3701466648081897,0.8846505288915734
20s,64858,11,2021-10-13,289.0,0.44558882481729317,1.2877517037219772
20s,65151,11,2021-10-14,293.0,0.4497244861936118,1.3176927445472828
20s,65427,11,2021-10-15,276.0,0.42184419276445506,1.1642899720298958
20s,65681,11,2021-10-16,254.0,0.3867176200118756,0.9822627548301639
20s,65917,11,2021-10-17,236.0,0.35802600239695376,0.8449413656568109
20s,66218,11,2021-10-19,301.0,0.45455918330363343,1.3682231417439366
20s,66444,11,2021-10-20,226.0,0.3401360544217687,0.7687074829931972
20s,66650,11,2021-10-21,206.0,0.3090772693173293,0.6366991747936983
20s,66846,11,2021-10-22,196.0,0.29321126170601086,0.5746940729437813
20s,67051,12,2021-10-23,205.0,0.3057374237520693,0.626761718691742
20s,67250,12,2021-10-24,199.0,0.29591078066914495,0.5888624535315984
20s,67376,12,2021-10-25,126.0,0.18701021135122298,0.23563286630254093
20s,67790,12,2021-10-27,414.0,0.6107095441805577,2.528337512907509
20s,68033,12,2021-10-28,243.0,0.35717960401569826,0.8679464377581467
20s,68330,12,2021-10-29,297.0,0.4346553490414166,1.2909263866530074
20s,68543,12,2021-10-30,213.0,0.31075383336008056,0.6619056650569717
20s,68799,12,2021-10-31,256.0,0.37209843166325096,0.9525719850579225
20s,68960,12,2021-11-01,161.0,0.23346867749419956,0.3758845707656613
20s,69122,12,2021-11-02,162.0,0.23436821851219583,0.37967651398975727
20s,69373,12,2021-11-03,251.0,0.36181223242471855,0.9081487033860435
20s,69626,12,2021-11-04,253.0,0.36337000545773135,0.9193261138080604
20s,69837,12,2021-11-05,211.0,0.3021321076220342,0.6374987470824922
20s,70080,12,2021-11-06,243.0,0.3467465753424658,0.8425941780821918
20s,70296,12,2021-11-07,216.0,0.30727210652099696,0.6637077500853534
20s,70465,12,2021-11-08,169.0,0.23983537926630244,0.4053217909600511
20s,70610,12,2021-11-09,145.0,0.20535334938393995,0.2977623566067129
20s,70859,12,2021-11-10,249.0,0.3514020801874144,0.874991179666662
20s,71108,12,2021-11-11,249.0,0.35017157000618776,0.8719272093154075
20s,71319,12,2021-11-12,211.0,0.2958538397902382,0.6242516019574026
20s,71528,12,2021-11-13,209.0,0.29219326697237447,0.6106839279722627
20s,71736,12,2021-11-14,208.0,0.28995204639232747,0.6031002564960412
20s,71874,12,2021-11-15,138.0,0.19200267134151433,0.26496368645128976
20s,72611,12,2021-11-18,737.0,1.0149977276170277,7.4805332525374935
20s,72891,12,2021-11-19,280.0,0.38413521559588976,1.0755786036684913
20s,73148,12,2021-11-20,257.0,0.35134248373161264,0.9029501831902444
20s,73410,12,2021-11-21,262.0,0.3568996049584525,0.9350769649911456
20s,73680,12,2021-11-22,270.0,0.36644951140065146,0.989413680781759
20s,73917,12,2021-11-23,237.0,0.3206298956938187,0.7598928527943504
20s,74279,12,2021-11-24,362.0,0.48735174140739645,1.764213303894775
20s,74629,12,2021-11-25,350.0,0.4689865869836123,1.641453054442643
20s,75003,12,2021-11-26,374.0,0.4986467207978348,1.864938735783902
20s,75377,12,2021-11-27,374.0,0.4961725725353887,1.8556854212823537
20s,75713,12,2021-11-28,336.0,0.4437811208114855,1.4911045659265916
20s,75999,12,2021-11-29,286.0,0.37632074106238245,1.0762773194384139
20s,76251,12,2021-11-30,252.0,0.33048746901679976,0.8328284219223354
20s,76717,12,2021-12-01,466.0,0.6074272977306203,2.830611207424691
20s,77237,12,2021-12-02,520.0,0.6732524567241089,3.500912774965366
20s,77686,12,2021-12-03,449.0,0.5779677161908194,2.5950750456967793
20s,78138,12,2021-12-04,452.0,0.5784637436330594,2.614656121221428
20s,78582,12,2021-12-05,444.0,0.5650148889058563,2.5086661067420017
20s,78941,12,2021-12-06,359.0,0.45477001811479456,1.6326243650321124
20s,79371,12,2021-12-07,430.0,0.5417595847349788,2.329566214360409
20s,79971,12,2021-12-08,600.0,0.7502719735904265,4.501631841542559
20s,80654,12,2021-12-09,683.0,0.8468271877402237,5.783829692265727
20s,81286,12,2021-12-10,632.0,0.7775016608025982,4.913810496272421
20s,81890,12,2021-12-11,604.0,0.7375747954573209,4.454951764562217
20s,82482,12,2021-12-12,592.0,0.7177323537256614,4.248975534055915
20s,82995,12,2021-12-13,513.0,0.6181095246701609,3.170901861557925
20s,83527,12,2021-12-14,532.0,0.6369197983885451,3.3884133274270596
20s,84288,12,2021-12-15,761.0,0.9028568716780563,6.870740793470008
20s,85058,12,2021-12-16,770.0,0.9052646429495168,6.970537750711279
20s,85822,12,2021-12-17,764.0,0.8902146302812799,6.801239775348978
20s,86596,12,2021-12-18,774.0,0.8938057185089381,6.9180562612591805
20s,87243,12,2021-12-19,647.0,0.7416067764749035,4.798195843792626
20s,87767,12,2021-12-20,524.0,0.5970353321863571,3.1284651406565107
20s,88264,12,2021-12-21,497.0,0.5630834768422007,2.7985248799057376
20s,89050,12,2021-12-22,786.0,0.8826501965188096,6.937630544637844
20s,89760,12,2021-12-23,710.0,0.7909982174688057,5.616087344028521
20s,90440,12,2021-12-24,680.0,0.7518796992481203,5.112781954887218
20s,91113,12,2021-12-25,673.0,0.7386432232502497,4.971068892474181
20s,91673,12,2021-12-26,560.0,0.610866885560634,3.42085455913955
20s,92126,12,2021-12-27,453.0,0.4917178646636129,2.2274819269261665
20s,92548,12,2021-12-28,422.0,0.4559795997752518,1.9242339110515627
20s,93197,12,2021-12-29,649.0,0.6963743468137387,4.519469510821164
20s,93857,12,2021-12-30,660.0,0.7031974173476672,4.641102954494603
20s,94443,12,2021-12-31,586.0,0.6204800779306037,3.6360132566733374
20s,94950,12,2022-01-01,507.0,0.5339652448657188,2.707203791469195
20s,95429,13,2022-01-02,479.0,0.5019438535455679,2.4043110584832705
20s,95818,13,2022-01-03,389.0,0.40597799995825423,1.5792544198376088
20s,96241,13,2022-01-04,423.0,0.4395216176058021,1.8591764424725428
20s,96819,13,2022-01-05,578.0,0.596990260176205,3.450603703818465
20s,97431,13,2022-01-06,612.0,0.6281368352988269,3.8441974320288206
20s,98000,13,2022-01-07,569.0,0.5806122448979592,3.3036836734693877
20s,98569,13,2022-01-08,569.0,0.5772605991741826,3.284612809301099
20s,99098,13,2022-01-09,529.0,0.5338150114028537,2.8238814103210963
20s,99575,13,2022-01-10,477.0,0.47903590258599044,2.285001255335174
20s,100080,13,2022-01-11,505.0,0.5045963229416467,2.548211430855316
20s,100933,13,2022-01-12,853.0,0.8451150763377687,7.208831601161168
20s,101691,14,2022-01-13,758.0,0.7453953643881955,5.650096862062522
20s,102764,14,2022-01-14,1073.0,1.0441399711961388,11.203621890934569
20s,103714,14,2022-01-15,950.0,0.9159804847947239,8.701814605549878
20s,104535,14,2022-01-16,821.0,0.7853828861146984,6.447993495001674
20s,105179,14,2022-01-17,644.0,0.6122895254756178,3.9431445440629784
20s,105929,14,2022-01-18,750.0,0.7080214105674556,5.310160579255917
20s,107041,14,2022-01-19,1112.0,1.0388542707934343,11.55205949122299
20s,108474,14,2022-01-20,1433.0,1.321053893098807,18.930702288105905
20s,110002,14,2022-01-21,1528.0,1.3890656533517571,21.22492318321485
20s,111562,14,2022-01-22,1560.0,1.3983255947365592,21.813879277890322
20s,113152,14,2022-01-23,1590.0,1.405189479638009,22.342512726244344
20s,114616,14,2022-01-24,1464.0,1.2773085782089761,18.69979758497941
20s,116322,14,2022-01-25,1706.0,1.4666185244407766,25.02051202695965
20s,119054,14,2022-01-26,2732.0,2.294757001024745,62.692761267996026
20s,122338,14,2022-01-27,3284.0,2.684366263957233,88.15458810835554
20s,126197,14,2022-01-28,3859.0,3.0579173831390603,118.00503181533634
20s,130228,14,2022-01-29,4031.0,3.095340479773935,124.77317473968733
20s,134052,14,2022-01-30,3824.0,2.852624354728016,109.08435532479933
20s,137569,14,2022-01-31,3517.0,2.556535265939274,89.91334530308426
20s,141297,14,2022-02-01,3728.0,2.638414120611195,98.36007841638535
20s,145349,14,2022-02-02,4052.0,2.787772877694377,112.96055700417615
20s,150049,14,2022-02-03,4700.0,3.13231011203007,147.21857526541328
20s,155968,14,2022-02-04,5919.0,3.7950092326631104,224.6265964813295
20s,163738,14,2022-02-05,7770.0,4.745385921411035,368.71648609363746
20s,171607,14,2022-02-06,7869.0,4.5854772823952406,360.83120735168154
20s,178849,14,2022-02-07,7242.0,4.0492258832870185,293.24493846764585
20s,186483,14,2022-02-08,7634.0,4.093670736742759,312.5108240429422
20s,197192,14,2022-02-09,10709.0,5.430747697675362,581.5787709440546
20s,209047,14,2022-02-10,11855.0,5.6709735131334105,672.2939099819658
20s,220853,14,2022-02-11,11806.0,5.345637143258186,631.1059211330614
20s,232528,14,2022-02-12,11675.0,5.020900708731851,586.1901577444437
20s,243968,14,2022-02-13,11440.0,4.689139559286463,536.4375655823713
20s,254084,14,2022-02-14,10116.0,3.9813604949544246,402.7544276695896
20s,264042,14,2022-02-15,9958.0,3.771369706334599,375.5529953567994
20s,279595,14,2022-02-16,15553.0,5.56268888928629,865.1650029506967
20s,295314,14,2022-02-17,15719.0,5.3228089423461125,836.6923376473854
20s,314648,14,2022-02-18,19334.0,6.14464417380692,1188.00550456383
20s,332440,14,2022-02-19,17792.0,5.351943207796896,952.2177355312238
20s,349760,14,2022-02-20,17320.0,4.951967063129003,857.6806953339433
20s,364432,14,2022-02-21,14672.0,4.025991131404487,590.6934187996663
20s,379380,15,2022-02-22,14948.0,3.9401128156465814,588.968063682851
20s,406348,16,2022-02-23,26968.0,6.636675952631735,1789.778770905726
20s,432379,16,2022-02-24,26031.0,6.020412647237724,1567.1736162024522
20s,458909,16,2022-02-25,26530.0,5.78110257153379,1533.7265122279143
20s,485502,17,2022-02-26,26593.0,5.477423367977887,1456.6111962463597
20s,511132,17,2022-02-27,25630.0,5.014360282666709,1285.1805404474774
20s,531935,17,2022-02-28,20803.0,3.910816171148731,813.5670880840704
20s,552706,17,2022-03-01,20771.0,3.75805581991149,780.5857743538156
20s,586995,18,2022-03-02,34289.0,5.841446690346596,2002.9736556529442
20s,616788,19,2022-03-03,29793.0,4.830346893908442,1439.1052501021422
20s,660426,19,2022-03-04,43638.0,6.607553306502167,2883.4041118914156
20s,700450,20,2022-03-05,40024.0,5.714040973659791,2286.9877592975945
20s,739686,21,2022-03-06,39236.0,5.304412953604638,2081.239466476316
20s,771973,22,2022-03-07,32287.0,4.1824001616636854,1350.371540196354
20s,802723,22,2022-03-08,30750.0,3.8307112166961708,1177.9436991340726
20s,854612,22,2022-03-09,51889.0,6.071644208131877,3150.51546315755
20s,902503,23,2022-03-10,47891.0,5.306464355243141,2541.3188443694926
20s,945703,24,2022-03-11,43200.0,4.568030343564523,1973.3891084198738
20s,1007242,24,2022-03-12,61539.0,6.109653886553579,3759.819905246207
20s,1059940,26,2022-03-13,52698.0,4.971790856086193,2620.034345340302
20s,1104556,26,2022-03-14,44616.0,4.039270077750698,1802.1607378892513
20s,1157681,27,2022-03-15,53125.0,4.588915253856633,2437.861228611336
20s,1216032,27,2022-03-16,58351.0,4.798475698007947,2799.958554544617
20s,1305433,29,2022-03-17,89401.0,6.848379043581708,6122.519348752482
20s,1362469,30,2022-03-18,57036.0,4.186223686557272,2387.6545418648057
20s,1414314,31,2022-03-19,51845.0,3.665734766112758,1900.5001894911593
20s,1456273,31,2022-03-20,41959.0,2.8812592144467417,1208.9475537897083
20s,1482089,31,2022-03-21,25816.0,1.7418657044212595,449.6800502533923
20s,1524801,31,2022-03-22,42712.0,2.8011524126754903,1196.4282185019554
20s,1585347,31,2022-03-23,60546.0,3.8191008025372364,2312.3127719041954
20s,1637032,34,2022-03-24,51685.0,3.1572382213664727,1631.8185747132613
20s,1681856,35,2022-03-25,44824.0,2.6651508809315425,1194.6272308687546
20s,1724575,36,2022-03-26,42719.0,2.4770740617253524,1058.1812684284532
20s,1762719,37,2022-03-27,38144.0,2.1639297017845727,825.4093454487074
20s,1785282,38,2022-03-28,22563.0,1.2638339489223551,285.158853895351
20s,1828285,38,2022-03-29,43003.0,2.3520949961302535,1011.471411185893
20s,1880755,39,2022-03-30,52470.0,2.789837060116815,1463.827505443293
20s,1922798,40,2022-03-31,42043.0,2.186553137667087,919.2925356693735
20s,1959927,40,2022-04-01,37129.0,1.8944072917001502,703.3744833353488
20s,1994289,42,2022-04-02,34362.0,1.723020083849432,592.0641612123419
20s,2022651,42,2022-04-03,28362.0,1.402219166826111,397.6974000952216
20s,2038478,43,2022-04-04,15827.0,0.7764125980265669,122.88282188966475
20s,2072471,44,2022-04-05,33993.0,1.6402159547708992,557.5586095052718
20s,2110882,44,2022-04-06,38411.0,1.819665902689018,698.9518698818787
20s,2142849,45,2022-04-07,31967.0,1.4917990021695415,476.88338702353735
20s,2170966,45,2022-04-08,28117.0,1.2951377405265676,364.153878503855
20s,2195427,46,2022-04-09,24461.0,1.114179610617889,272.5394745532418
20s,2216013,46,2022-04-10,20586.0,0.9289656694252244,191.23687270787667
20s,2227830,46,2022-04-11,11817.0,0.5304264688059681,62.680495818801255
20s,2256453,47,2022-04-12,28623.0,1.2684952888449261,363.08140652608324
20s,2283724,47,2022-04-13,27271.0,1.194146052675367,325.6555700250994
20s,2305024,47,2022-04-14,21300.0,0.9240684695690804,196.82658401821413
