gender,confirmed_cases,death_cases,date,date_dt
female,120528,1138.0,2021-08-29,2021-08-29
male,128040,1141.0,2021-08-29,2021-08-29
female,119792,1138.0,2021-08-28,2021-08-28
male,127159,1138.0,2021-08-28,2021-08-28
female,118923,1131.0,2021-08-27,2021-08-27
male,126235,1134.0,2021-08-27,2021-08-27
female,118085,1128.0,2021-08-26,2021-08-26
male,125232,1129.0,2021-08-26,2021-08-26
female,117288,1117.0,2021-08-25,2021-08-25
male,124151,1120.0,2021-08-25,2021-08-25
female,116331,1113.0,2021-08-24,2021-08-24
male,122956,1115.0,2021-08-24,2021-08-24
female,115648,1112.0,2021-08-23,2021-08-23
male,122134,1110.0,2021-08-23,2021-08-23
female,115012,1108.0,2021-08-22,2021-08-22
male,121354,1107.0,2021-08-22,2021-08-22
female,114238,1102.0,2021-08-21,2021-08-21
male,120501,1100.0,2021-08-21,2021-08-21
female,113401,1100.0,2021-08-20,2021-08-20
male,119458,1097.0,2021-08-20,2021-08-20
female,112494,1098.0,2021-08-19,2021-08-19
male,118314,1093.0,2021-08-19,2021-08-19
female,111561,1094.0,2021-08-18,2021-08-18
male,117096,1084.0,2021-08-18,2021-08-18
female,110768,1090.0,2021-08-17,2021-08-17
male,116086,1083.0,2021-08-17,2021-08-17
female,108543,1078.0,2021-08-14,2021-08-14
male,113568,1070.0,2021-08-14,2021-08-14
female,107675,1076.0,2021-08-13,2021-08-13
male,112507,1068.0,2021-08-13,2021-08-13
female,106776,1073.0,2021-08-12,2021-08-12
male,111416,1065.0,2021-08-12,2021-08-12
female,105853,1071.0,2021-08-11,2021-08-11
male,110353,1064.0,2021-08-11,2021-08-11
female,104737,1070.0,2021-08-10,2021-08-10
male,109250,1064.0,2021-08-10,2021-08-10
female,103977,1065.0,2021-08-09,2021-08-09
male,108471,1060.0,2021-08-09,2021-08-09
female,102425,1061.0,2021-08-07,2021-08-07
male,106803,1055.0,2021-08-07,2021-08-07
female,101544,1058.0,2021-08-06,2021-08-06
male,105862,1055.0,2021-08-06,2021-08-06
female,100754,1057.0,2021-08-05,2021-08-05
male,104948,1052.0,2021-08-05,2021-08-05
female,99921,1056.0,2021-08-04,2021-08-04
male,104005,1050.0,2021-08-04,2021-08-04
female,99101,1056.0,2021-08-03,2021-08-03
male,103102,1048.0,2021-08-03,2021-08-03
female,98499,1054.0,2021-08-02,2021-08-02
male,102503,1045.0,2021-08-02,2021-08-02
female,97875,1053.0,2021-08-01,2021-08-01
male,101912,1045.0,2021-08-01,2021-08-01
female,97164,1052.0,2021-07-31,2021-07-31
male,101181,1043.0,2021-07-31,2021-07-31
female,96423,1050.0,2021-07-30,2021-07-30
male,100383,1039.0,2021-07-30,2021-07-30
female,95610,1049.0,2021-07-29,2021-07-29
male,99489,1036.0,2021-07-29,2021-07-29
female,94781,1049.0,2021-07-28,2021-07-28
male,98646,1034.0,2021-07-28,2021-07-28
female,93836,1046.0,2021-07-27,2021-07-27
male,97695,1033.0,2021-07-27,2021-07-27
female,93214,1045.0,2021-07-26,2021-07-26
male,96952,1032.0,2021-07-26,2021-07-26
female,91921,1040.0,2021-07-24,2021-07-24
male,95441,1028.0,2021-07-24,2021-07-24
female,91159,1040.0,2021-07-23,2021-07-23
male,94574,1026.0,2021-07-23,2021-07-23
female,90401,1039.0,2021-07-22,2021-07-22
male,93702,1024.0,2021-07-22,2021-07-22
female,88786,1036.0,2021-07-20,2021-07-20
male,91695,1023.0,2021-07-20,2021-07-20
female,88167,1036.0,2021-07-19,2021-07-19
male,91036,1022.0,2021-07-19,2021-07-19
female,87584,1036.0,2021-07-18,2021-07-18
male,90367,1021.0,2021-07-18,2021-07-18
female,86926,1036.0,2021-07-17,2021-07-17
male,89574,1019.0,2021-07-17,2021-07-17
female,86250,1035.0,2021-07-16,2021-07-16
male,88796,1016.0,2021-07-16,2021-07-16
female,85545,1034.0,2021-07-15,2021-07-15
male,87966,1016.0,2021-07-15,2021-07-15
female,84814,1033.0,2021-07-14,2021-07-14
male,87097,1015.0,2021-07-14,2021-07-14
female,84089,1032.0,2021-07-13,2021-07-13
male,86207,1014.0,2021-07-13,2021-07-13
female,83559,1031.0,2021-07-12,2021-07-12
male,85587,1013.0,2021-07-12,2021-07-12
female,81789,1029.0,2021-07-09,2021-07-09
male,83555,1007.0,2021-07-09,2021-07-09
female,81168,1028.0,2021-07-08,2021-07-08
male,82860,1006.0,2021-07-08,2021-07-08
female,80590,1027.0,2021-07-07,2021-07-07
male,82163,1006.0,2021-07-07,2021-07-07
female,80007,1026.0,2021-07-06,2021-07-06
male,81534,1006.0,2021-07-06,2021-07-06
female,79647,1024.0,2021-07-05,2021-07-05
male,81148,1004.0,2021-07-05,2021-07-05
female,79296,1022.0,2021-07-04,2021-07-04
male,80788,1004.0,2021-07-04,2021-07-04
female,78956,1021.0,2021-07-03,2021-07-03
male,80386,1004.0,2021-07-03,2021-07-03
female,78575,1020.0,2021-07-02,2021-07-02
male,79974,1004.0,2021-07-02,2021-07-02
female,78197,1018.0,2021-07-01,2021-07-01
male,79526,1003.0,2021-07-01,2021-07-01
female,77870,1018.0,2021-06-30,2021-06-30
male,79091,1000.0,2021-06-30,2021-06-30
female,77481,1018.0,2021-06-29,2021-06-29
male,78686,999.0,2021-06-29,2021-06-29
female,77206,1017.0,2021-06-28,2021-06-28
male,78366,998.0,2021-06-28,2021-06-28
female,76708,1016.0,2021-06-26,2021-06-26
male,77749,996.0,2021-06-26,2021-06-26
female,76403,1015.0,2021-06-25,2021-06-25
male,77386,994.0,2021-06-25,2021-06-25
female,75870,1014.0,2021-06-23,2021-06-23
male,76675,993.0,2021-06-23,2021-06-23
female,75582,1014.0,2021-06-22,2021-06-22
male,76319,992.0,2021-06-22,2021-06-22
female,75397,1013.0,2021-06-21,2021-06-21
male,76109,991.0,2021-06-21,2021-06-21
female,75219,1012.0,2021-06-20,2021-06-20
male,75930,990.0,2021-06-20,2021-06-20
female,75008,1009.0,2021-06-19,2021-06-19
male,75712,988.0,2021-06-19,2021-06-19
female,74774,1008.0,2021-06-18,2021-06-18
male,75464,988.0,2021-06-18,2021-06-18
female,74540,1008.0,2021-06-17,2021-06-17
male,75191,986.0,2021-06-17,2021-06-17
female,74281,1008.0,2021-06-16,2021-06-16
male,74910,985.0,2021-06-16,2021-06-16
female,73997,1008.0,2021-06-15,2021-06-15
male,74650,984.0,2021-06-15,2021-06-15
female,73816,1004.0,2021-06-14,2021-06-14
male,74457,984.0,2021-06-14,2021-06-14
female,73628,1003.0,2021-06-14,2021-06-14
male,74246,982.0,2021-06-14,2021-06-14
female,73628,1003.0,2021-06-13,2021-06-13
male,74246,982.0,2021-06-13,2021-06-13
female,73421,1000.0,2021-06-12,2021-06-12
male,74001,982.0,2021-06-12,2021-06-12
female,73153,1000.0,2021-06-11,2021-06-11
male,73706,981.0,2021-06-11,2021-06-11
female,72898,999.0,2021-06-10,2021-06-10
male,73405,980.0,2021-06-10,2021-06-10
female,72609,998.0,2021-06-09,2021-06-09
male,73083,979.0,2021-06-09,2021-06-09
female,72332,997.0,2021-06-08,2021-06-08
male,72759,978.0,2021-06-08,2021-06-08
female,72134,996.0,2021-06-07,2021-06-07
male,72503,978.0,2021-06-07,2021-06-07
female,71916,996.0,2021-06-06,2021-06-06
male,72236,977.0,2021-06-06,2021-06-06
female,71657,996.0,2021-06-05,2021-06-05
male,71939,975.0,2021-06-05,2021-06-05
female,71308,995.0,2021-06-04,2021-06-04
male,71544,974.0,2021-06-04,2021-06-04
female,70994,994.0,2021-06-03,2021-06-03
male,71163,974.0,2021-06-03,2021-06-03
female,70651,991.0,2021-06-02,2021-06-02
male,70825,974.0,2021-06-02,2021-06-02
female,70325,991.0,2021-06-01,2021-06-01
male,70474,972.0,2021-06-01,2021-06-01
female,70136,989.0,2021-05-31,2021-05-31
male,70204,970.0,2021-05-31,2021-05-31
female,69908,987.0,2021-05-30,2021-05-30
male,70002,970.0,2021-05-30,2021-05-30
female,69677,983.0,2021-05-29,2021-05-29
male,69754,968.0,2021-05-29,2021-05-29
female,69415,980.0,2021-05-28,2021-05-28
male,69483,966.0,2021-05-28,2021-05-28
female,69147,978.0,2021-05-27,2021-05-27
male,69164,965.0,2021-05-27,2021-05-27
female,68844,975.0,2021-05-26,2021-05-26
male,68838,965.0,2021-05-26,2021-05-26
female,68498,973.0,2021-05-25,2021-05-25
male,68485,965.0,2021-05-25,2021-05-25
female,68271,969.0,2021-05-24,2021-05-24
male,68196,965.0,2021-05-24,2021-05-24
female,68022,968.0,2021-05-23,2021-05-23
male,67907,963.0,2021-05-23,2021-05-23
female,67746,966.0,2021-05-22,2021-05-22
male,67598,960.0,2021-05-22,2021-05-22
female,67426,963.0,2021-05-21,2021-05-21
male,67252,959.0,2021-05-21,2021-05-21
female,67175,962.0,2021-05-20,2021-05-20
male,66942,954.0,2021-05-20,2021-05-20
female,66837,960.0,2021-05-19,2021-05-19
male,66634,952.0,2021-05-19,2021-05-19
female,66540,958.0,2021-05-18,2021-05-18
male,66278,946.0,2021-05-18,2021-05-18
female,66295,958.0,2021-05-17,2021-05-17
male,65995,945.0,2021-05-17,2021-05-17
female,66012,956.0,2021-05-16,2021-05-16
male,65659,944.0,2021-05-16,2021-05-16
female,65714,952.0,2021-05-15,2021-05-15
male,65347,944.0,2021-05-15,2021-05-15
female,65393,952.0,2021-05-14,2021-05-14
male,64987,941.0,2021-05-14,2021-05-14
female,65012,952.0,2021-05-13,2021-05-13
male,64621,939.0,2021-05-13,2021-05-13
female,64671,946.0,2021-05-12,2021-05-12
male,64247,938.0,2021-05-12,2021-05-12
female,64362,944.0,2021-05-11,2021-05-11
male,63921,935.0,2021-05-11,2021-05-11
female,64104,942.0,2021-05-10,2021-05-10
male,63668,933.0,2021-05-10,2021-05-10
female,63606,937.0,2021-05-08,2021-05-08
male,63139,928.0,2021-05-08,2021-05-08
female,63244,935.0,2021-05-07,2021-05-07
male,62800,925.0,2021-05-07,2021-05-07
female,62977,931.0,2021-05-06,2021-05-06
male,62542,920.0,2021-05-06,2021-05-06
female,62698,930.0,2021-05-05,2021-05-05
male,62247,917.0,2021-05-05,2021-05-05
female,62390,926.0,2021-05-04,2021-05-04
male,61879,914.0,2021-05-04,2021-05-04
female,62122,923.0,2021-05-03,2021-05-03
male,61606,911.0,2021-05-03,2021-05-03
female,61870,923.0,2021-05-02,2021-05-02
male,61370,910.0,2021-05-02,2021-05-02
female,61262,920.0,2021-04-30,2021-04-30
male,60745,908.0,2021-04-30,2021-04-30
female,60954,919.0,2021-04-29,2021-04-29
male,60397,906.0,2021-04-29,2021-04-29
female,60209,914.0,2021-04-27,2021-04-27
male,59689,906.0,2021-04-27,2021-04-27
female,59721,910.0,2021-04-25,2021-04-25
male,59166,903.0,2021-04-25,2021-04-25
female,59400,909.0,2021-04-24,2021-04-24
male,58843,903.0,2021-04-24,2021-04-24
female,59020,909.0,2021-04-23,2021-04-23
male,58438,902.0,2021-04-23,2021-04-23
female,58613,908.0,2021-04-22,2021-04-22
male,58048,900.0,2021-04-22,2021-04-22
female,58264,908.0,2021-04-21,2021-04-21
male,57662,898.0,2021-04-21,2021-04-21
female,57899,906.0,2021-04-20,2021-04-20
male,57296,896.0,2021-04-20,2021-04-20
female,57645,905.0,2021-04-19,2021-04-19
male,57001,896.0,2021-04-19,2021-04-19
female,57392,903.0,2021-04-18,2021-04-18
male,56723,894.0,2021-04-18,2021-04-18
female,57065,902.0,2021-04-17,2021-04-17
male,56379,892.0,2021-04-17,2021-04-17
female,56734,899.0,2021-04-16,2021-04-16
male,56055,891.0,2021-04-16,2021-04-16
female,56384,898.0,2021-04-15,2021-04-15
male,55733,890.0,2021-04-15,2021-04-15
female,56039,895.0,2021-04-14,2021-04-14
male,55380,887.0,2021-04-14,2021-04-14
female,55687,890.0,2021-04-13,2021-04-13
male,55001,885.0,2021-04-13,2021-04-13
female,55426,888.0,2021-04-12,2021-04-12
male,54720,882.0,2021-04-12,2021-04-12
female,55139,887.0,2021-04-11,2021-04-11
male,54420,881.0,2021-04-11,2021-04-11
female,54864,887.0,2021-04-10,2021-04-10
male,54081,878.0,2021-04-10,2021-04-10
female,54523,887.0,2021-04-09,2021-04-09
male,53746,877.0,2021-04-09,2021-04-09
female,54184,884.0,2021-04-08,2021-04-08
male,53414,874.0,2021-04-08,2021-04-08
female,53827,883.0,2021-04-07,2021-04-07
male,53071,873.0,2021-04-07,2021-04-07
female,53247,878.0,2021-04-05,2021-04-05
male,52505,870.0,2021-04-05,2021-04-05
female,53001,874.0,2021-04-04,2021-04-04
male,52278,870.0,2021-04-04,2021-04-04
female,52435,872.0,2021-04-02,2021-04-02
male,51759,865.0,2021-04-02,2021-04-02
female,52174,871.0,2021-04-01,2021-04-01
male,51465,864.0,2021-04-01,2021-04-01
female,51905,869.0,2021-03-31,2021-03-31
male,51183,862.0,2021-03-31,2021-03-31
female,51637,868.0,2021-03-30,2021-03-30
male,50945,861.0,2021-03-30,2021-03-30
female,51434,867.0,2021-03-29,2021-03-29
male,50707,859.0,2021-03-29,2021-03-29
female,51249,864.0,2021-03-28,2021-03-28
male,50508,858.0,2021-03-28,2021-03-28
female,51021,864.0,2021-03-27,2021-03-27
male,50254,857.0,2021-03-27,2021-03-27
female,50759,864.0,2021-03-26,2021-03-26
male,50011,852.0,2021-03-26,2021-03-26
female,50504,859.0,2021-03-25,2021-03-25
male,49772,850.0,2021-03-25,2021-03-25
female,50300,859.0,2021-03-24,2021-03-24
male,49546,848.0,2021-03-24,2021-03-24
female,50101,858.0,2021-03-23,2021-03-23
male,49320,846.0,2021-03-23,2021-03-23
female,49912,854.0,2021-03-22,2021-03-22
male,49163,843.0,2021-03-22,2021-03-22
female,49497,852.0,2021-03-20,2021-03-20
male,48712,841.0,2021-03-20,2021-03-20
female,49286,850.0,2021-03-19,2021-03-19
male,48471,840.0,2021-03-19,2021-03-19
female,49053,850.0,2021-03-18,2021-03-18
male,48241,838.0,2021-03-18,2021-03-18
female,48853,848.0,2021-03-17,2021-03-17
male,47996,838.0,2021-03-17,2021-03-17
female,48626,844.0,2021-03-16,2021-03-16
male,47754,834.0,2021-03-16,2021-03-16
female,48449,843.0,2021-03-15,2021-03-15
male,47568,832.0,2021-03-15,2021-03-15
female,48059,838.0,2021-03-13,2021-03-13
male,47117,829.0,2021-03-13,2021-03-13
female,47566,829.0,2021-03-11,2021-03-11
male,46632,823.0,2021-03-11,2021-03-11
female,47117,827.0,2021-03-09,2021-03-09
male,46146,818.0,2021-03-09,2021-03-09
female,46900,825.0,2021-03-08,2021-03-08
male,45917,817.0,2021-03-08,2021-03-08
female,46751,821.0,2021-03-07,2021-03-07
male,45720,813.0,2021-03-07,2021-03-07
female,46553,820.0,2021-03-06,2021-03-06
male,45502,812.0,2021-03-06,2021-03-06
female,46361,816.0,2021-03-05,2021-03-05
male,45277,811.0,2021-03-05,2021-03-05
female,46175,811.0,2021-03-04,2021-03-04
male,45065,808.0,2021-03-04,2021-03-04
female,45981,808.0,2021-03-03,2021-03-03
male,44835,804.0,2021-03-03,2021-03-03
female,45796,806.0,2021-03-02,2021-03-02
male,44576,800.0,2021-03-02,2021-03-02
female,45454,803.0,2021-02-28,2021-02-28
male,44222,800.0,2021-02-28,2021-02-28
female,45281,801.0,2021-02-27,2021-02-27
male,44040,794.0,2021-02-27,2021-02-27
female,45084,798.0,2021-02-26,2021-02-26
male,43838,787.0,2021-02-26,2021-02-26
female,44883,795.0,2021-02-25,2021-02-25
male,43633,786.0,2021-02-25,2021-02-25
female,44687,792.0,2021-02-24,2021-02-24
male,43433,784.0,2021-02-24,2021-02-24
female,44455,791.0,2021-02-23,2021-02-23
male,43226,782.0,2021-02-23,2021-02-23
female,44290,785.0,2021-02-22,2021-02-22
male,43034,777.0,2021-02-22,2021-02-22
female,43698,778.0,2021-02-19,2021-02-19
male,42430,772.0,2021-02-19,2021-02-19
female,43104,774.0,2021-02-17,2021-02-17
male,41842,764.0,2021-02-17,2021-02-17
female,42788,772.0,2021-02-16,2021-02-16
male,41537,762.0,2021-02-16,2021-02-16
female,42579,769.0,2021-02-15,2021-02-15
male,41290,758.0,2021-02-15,2021-02-15
female,42061,758.0,2021-02-12,2021-02-12
male,40776,749.0,2021-02-12,2021-02-12
female,41858,751.0,2021-02-11,2021-02-11
male,40576,745.0,2021-02-11,2021-02-11
female,41600,747.0,2021-02-10,2021-02-10
male,40330,739.0,2021-02-10,2021-02-10
female,41405,746.0,2021-02-09,2021-02-09
male,40082,736.0,2021-02-09,2021-02-09
female,41260,742.0,2021-02-08,2021-02-08
male,39925,732.0,2021-02-08,2021-02-08
female,40968,740.0,2021-02-06,2021-02-06
male,39556,724.0,2021-02-06,2021-02-06
female,40774,737.0,2021-02-05,2021-02-05
male,39357,722.0,2021-02-05,2021-02-05
female,40590,731.0,2021-02-04,2021-02-04
male,39172,717.0,2021-02-04,2021-02-04
female,40350,728.0,2021-02-03,2021-02-03
male,38961,713.0,2021-02-03,2021-02-03
female,40135,726.0,2021-02-02,2021-02-02
male,38709,709.0,2021-02-02,2021-02-02
female,39986,719.0,2021-02-01,2021-02-01
male,38522,706.0,2021-02-01,2021-02-01
female,39830,717.0,2021-01-31,2021-01-31
male,38375,703.0,2021-01-31,2021-01-31
female,39658,714.0,2021-01-30,2021-01-30
male,38192,700.0,2021-01-30,2021-01-30
female,39425,706.0,2021-01-29,2021-01-29
male,37970,693.0,2021-01-29,2021-01-29
female,39171,700.0,2021-01-28,2021-01-28
male,37755,686.0,2021-01-28,2021-01-28
female,38948,695.0,2021-01-27,2021-01-27
male,37481,683.0,2021-01-27,2021-01-27
female,38667,690.0,2021-01-26,2021-01-26
male,37208,681.0,2021-01-26,2021-01-26
female,38470,687.0,2021-01-25,2021-01-25
male,37051,673.0,2021-01-25,2021-01-25
female,6221,94.0,2021-01-24,2021-01-24
male,4163,106.0,2021-01-24,2021-01-24
female,38073,673.0,2021-01-23,2021-01-23
male,36619,664.0,2021-01-23,2021-01-23
female,37850,669.0,2021-01-22,2021-01-22
male,36412,659.0,2021-01-22,2021-01-22
female,37672,666.0,2021-01-21,2021-01-21
male,36246,650.0,2021-01-21,2021-01-21
female,37456,660.0,2021-01-20,2021-01-20
male,36062,640.0,2021-01-20,2021-01-20
female,37254,650.0,2021-01-19,2021-01-19
male,35861,633.0,2021-01-19,2021-01-19
female,37064,640.0,2021-01-18,2021-01-18
male,35665,624.0,2021-01-18,2021-01-18
female,36869,634.0,2021-01-18,2021-01-18
male,35471,615.0,2021-01-18,2021-01-18
female,34715,553.0,2021-01-17,2021-01-17
male,33284,547.0,2021-01-17,2021-01-17
female,36604,630.0,2021-01-16,2021-01-16
male,35216,606.0,2021-01-16,2021-01-16
female,36304,620.0,2021-01-15,2021-01-15
male,34937,597.0,2021-01-15,2021-01-15
female,36051,608.0,2021-01-14,2021-01-14
male,34677,587.0,2021-01-14,2021-01-14
female,35801,603.0,2021-01-13,2021-01-13
male,34411,582.0,2021-01-13,2021-01-13
female,35516,593.0,2021-01-12,2021-01-12
male,34135,572.0,2021-01-12,2021-01-12
female,35247,578.0,2021-01-11,2021-01-11
male,33867,562.0,2021-01-11,2021-01-11
female,35037,567.0,2021-01-10,2021-01-10
male,33627,558.0,2021-01-10,2021-01-10
female,34715,553.0,2021-01-09,2021-01-09
male,33284,547.0,2021-01-09,2021-01-09
female,34396,541.0,2021-01-08,2021-01-08
male,32962,540.0,2021-01-08,2021-01-08
female,34043,521.0,2021-01-07,2021-01-07
male,32643,525.0,2021-01-07,2021-01-07
female,33633,513.0,2021-01-06,2021-01-06
male,32185,514.0,2021-01-06,2021-01-06
female,33200,500.0,2021-01-05,2021-01-05
male,31779,507.0,2021-01-05,2021-01-05
female,32841,490.0,2021-01-04,2021-01-04
male,31423,491.0,2021-01-04,2021-01-04
female,32357,479.0,2021-01-03,2021-01-03
male,30887,483.0,2021-01-03,2021-01-03
female,32002,473.0,2021-01-02,2021-01-02
male,30591,469.0,2021-01-02,2021-01-02
female,31600,458.0,2021-01-01,2021-01-01
male,30169,459.0,2021-01-01,2021-01-01
female,31128,452.0,2020-12-31,2020-12-31
male,29612,448.0,2020-12-31,2020-12-31
female,30666,441.0,2020-12-30,2020-12-30
male,29107,438.0,2020-12-30,2020-12-30
female,30138,430.0,2020-12-29,2020-12-29
male,28587,429.0,2020-12-29,2020-12-29
female,29714,403.0,2020-12-28,2020-12-28
male,27966,416.0,2020-12-28,2020-12-28
female,29301,397.0,2020-12-27,2020-12-27
male,27571,411.0,2020-12-27,2020-12-27
female,28802,389.0,2020-12-26,2020-12-26
male,27100,404.0,2020-12-26,2020-12-26
female,28235,383.0,2020-12-25,2020-12-25
male,26535,390.0,2020-12-25,2020-12-25
female,26708,357.0,2020-12-22,2020-12-22
male,24752,365.0,2020-12-22,2020-12-22
female,26262,340.0,2020-12-21,2020-12-21
male,24329,358.0,2020-12-21,2020-12-21
female,25797,329.0,2020-12-20,2020-12-20
male,23868,345.0,2020-12-20,2020-12-20
female,24744,309.0,2020-12-18,2020-12-18
male,22771,336.0,2020-12-18,2020-12-18
female,24166,303.0,2020-12-17,2020-12-17
male,22287,331.0,2020-12-17,2020-12-17
female,23628,295.0,2020-12-16,2020-12-16
male,21814,317.0,2020-12-16,2020-12-16
female,23106,292.0,2020-12-15,2020-12-15
male,21258,308.0,2020-12-15,2020-12-15
female,22641,285.0,2020-12-14,2020-12-14
male,20843,302.0,2020-12-14,2020-12-14
female,22253,283.0,2020-12-13,2020-12-13
male,20513,297.0,2020-12-13,2020-12-13
female,21707,283.0,2020-12-12,2020-12-12
male,20029,295.0,2020-12-12,2020-12-12
female,21193,280.0,2020-12-11,2020-12-11
male,19593,292.0,2020-12-11,2020-12-11
female,20841,275.0,2020-12-10,2020-12-10
male,19257,289.0,2020-12-10,2020-12-10
female,20518,269.0,2020-12-09,2020-12-09
male,18914,287.0,2020-12-09,2020-12-09
female,20176,267.0,2020-12-08,2020-12-08
male,18579,285.0,2020-12-08,2020-12-08
female,19856,265.0,2020-12-07,2020-12-07
male,18305,284.0,2020-12-07,2020-12-07
female,19247,260.0,2020-12-05,2020-12-05
male,17668,280.0,2020-12-05,2020-12-05
female,18952,257.0,2020-12-04,2020-12-04
male,17380,279.0,2020-12-04,2020-12-04
female,18611,253.0,2020-12-03,2020-12-03
male,17092,276.0,2020-12-03,2020-12-03
female,18344,251.0,2020-12-02,2020-12-02
male,16819,275.0,2020-12-02,2020-12-02
female,18095,251.0,2020-12-01,2020-12-01
male,16557,275.0,2020-12-01,2020-12-01
female,17878,251.0,2020-11-30,2020-11-30
male,16323,275.0,2020-11-30,2020-11-30
female,17657,249.0,2020-11-29,2020-11-29
male,16167,274.0,2020-11-29,2020-11-29
female,17441,249.0,2020-11-28,2020-11-28
male,15934,273.0,2020-11-28,2020-11-28
female,17199,245.0,2020-11-27,2020-11-27
male,15688,271.0,2020-11-27,2020-11-27
female,16942,244.0,2020-11-26,2020-11-26
male,15376,271.0,2020-11-26,2020-11-26
female,16656,244.0,2020-11-25,2020-11-25
male,15079,269.0,2020-11-25,2020-11-25
female,16480,242.0,2020-11-24,2020-11-24
male,14873,268.0,2020-11-24,2020-11-24
female,16321,242.0,2020-11-23,2020-11-23
male,14683,267.0,2020-11-23,2020-11-23
female,16178,240.0,2020-11-22,2020-11-22
male,14555,265.0,2020-11-22,2020-11-22
female,16021,239.0,2020-11-21,2020-11-21
male,14382,264.0,2020-11-21,2020-11-21
female,15845,238.0,2020-11-20,2020-11-20
male,14172,263.0,2020-11-20,2020-11-20
female,15673,236.0,2020-11-19,2020-11-19
male,13981,262.0,2020-11-19,2020-11-19
female,15511,235.0,2020-11-18,2020-11-18
male,13800,261.0,2020-11-18,2020-11-18
female,15382,234.0,2020-11-17,2020-11-17
male,13616,260.0,2020-11-17,2020-11-17
female,15270,234.0,2020-11-16,2020-11-16
male,13499,260.0,2020-11-16,2020-11-16
female,14957,231.0,2020-11-13,2020-11-13
male,13176,257.0,2020-11-13,2020-11-13
female,14857,230.0,2020-11-12,2020-11-12
male,13085,257.0,2020-11-12,2020-11-12
female,14791,230.0,2020-11-11,2020-11-11
male,13008,257.0,2020-11-11,2020-11-11
female,14713,230.0,2020-11-10,2020-11-10
male,12940,255.0,2020-11-10,2020-11-10
female,14669,228.0,2020-11-09,2020-11-09
male,12884,252.0,2020-11-09,2020-11-09
female,14600,226.0,2020-11-08,2020-11-08
male,12827,252.0,2020-11-08,2020-11-08
female,14494,225.0,2020-11-06,2020-11-06
male,12701,251.0,2020-11-06,2020-11-06
female,14494,225.0,2020-11-06,2020-11-06
male,12701,251.0,2020-11-06,2020-11-06
female,14423,225.0,2020-11-05,2020-11-05
male,12627,250.0,2020-11-05,2020-11-05
female,14361,225.0,2020-11-04,2020-11-04
male,12564,249.0,2020-11-04,2020-11-04
female,14304,223.0,2020-11-03,2020-11-03
male,12503,249.0,2020-11-03,2020-11-03
female,14272,219.0,2020-11-02,2020-11-02
male,12460,249.0,2020-11-02,2020-11-02
female,14159,216.0,2020-10-31,2020-10-31
male,12352,248.0,2020-10-31,2020-10-31
female,14096,215.0,2020-10-30,2020-10-30
male,12289,248.0,2020-10-30,2020-10-30
female,14036,215.0,2020-10-29,2020-10-29
male,12235,247.0,2020-10-29,2020-10-29
female,13979,214.0,2020-10-28,2020-10-28
male,12167,247.0,2020-10-28,2020-10-28
female,13922,214.0,2020-10-27,2020-10-27
male,12121,246.0,2020-10-27,2020-10-27
female,13875,213.0,2020-10-26,2020-10-26
male,12080,244.0,2020-10-26,2020-10-26
female,13807,213.0,2020-10-25,2020-10-25
male,12029,244.0,2020-10-25,2020-10-25
female,13772,213.0,2020-10-24,2020-10-24
male,12003,244.0,2020-10-24,2020-10-24
female,13736,213.0,2020-10-23,2020-10-23
male,11962,242.0,2020-10-23,2020-10-23
female,13654,212.0,2020-10-22,2020-10-22
male,11889,241.0,2020-10-22,2020-10-22
female,13594,210.0,2020-10-21,2020-10-21
male,11830,240.0,2020-10-21,2020-10-21
female,13550,210.0,2020-10-20,2020-10-20
male,11783,237.0,2020-10-20,2020-10-20
female,13530,209.0,2020-10-19,2020-10-19
male,11745,235.0,2020-10-19,2020-10-19
female,13488,209.0,2020-10-18,2020-10-18
male,11711,235.0,2020-10-18,2020-10-18
female,13399,207.0,2020-10-16,2020-10-16
male,11636,234.0,2020-10-16,2020-10-16
female,13373,206.0,2020-10-15,2020-10-15
male,11615,233.0,2020-10-15,2020-10-15
female,13295,205.0,2020-10-14,2020-10-14
male,11594,233.0,2020-10-14,2020-10-14
female,13262,202.0,2020-10-13,2020-10-13
male,11543,232.0,2020-10-13,2020-10-13
female,13183,201.0,2020-10-11,2020-10-11
male,11423,231.0,2020-10-11,2020-10-11
female,13159,200.0,2020-10-10,2020-10-10
male,11389,230.0,2020-10-10,2020-10-10
female,13071,198.0,2020-10-07,2020-10-07
male,11282,227.0,2020-10-07,2020-10-07
female,13010,196.0,2020-10-06,2020-10-06
male,11229,226.0,2020-10-06,2020-10-06
female,12985,196.0,2020-10-05,2020-10-05
male,11179,226.0,2020-10-05,2020-10-05
female,12959,196.0,2020-10-04,2020-10-04
male,11132,225.0,2020-10-04,2020-10-04
female,12935,196.0,2020-10-03,2020-10-03
male,11092,224.0,2020-10-03,2020-10-03
female,12907,196.0,2020-10-02,2020-10-02
male,11045,220.0,2020-10-02,2020-10-02
female,12882,196.0,2020-10-01,2020-10-01
male,11007,219.0,2020-10-01,2020-10-01
female,12848,196.0,2020-09-30,2020-09-30
male,10964,217.0,2020-09-30,2020-09-30
female,12812,191.0,2020-09-29,2020-09-29
male,10887,216.0,2020-09-29,2020-09-29
female,12801,190.0,2020-09-28,2020-09-28
male,10860,216.0,2020-09-28,2020-09-28
