gender,confirmed_cases,death_cases,date,date_dt
female,12777,188.0,2020-09-27,2020-09-27
male,10834,213.0,2020-09-27,2020-09-27
female,12724,188.0,2020-09-26,2020-09-26
male,10792,211.0,2020-09-26,2020-09-26
female,12688,187.0,2020-09-25,2020-09-25
male,10767,208.0,2020-09-25,2020-09-25
female,12628,186.0,2020-09-24,2020-09-24
male,10713,207.0,2020-09-24,2020-09-24
female,12568,185.0,2020-09-23,2020-09-23
male,10648,203.0,2020-09-23,2020-09-23
female,12517,185.0,2020-09-22,2020-09-22
male,10589,203.0,2020-09-22,2020-09-22
female,12493,183.0,2020-09-21,2020-09-21
male,10552,202.0,2020-09-21,2020-09-21
female,12425,179.0,2020-09-20,2020-09-20
male,10468,199.0,2020-09-20,2020-09-20
female,12425,179.0,2020-09-19,2020-09-19
male,10468,199.0,2020-09-19,2020-09-19
female,12360,179.0,2020-09-18,2020-09-18
male,10423,198.0,2020-09-18,2020-09-18
female,12212,175.0,2020-09-16,2020-09-16
male,10292,192.0,2020-09-16,2020-09-16
female,12166,175.0,2020-09-15,2020-09-15
male,10225,192.0,2020-09-15,2020-09-15
female,12108,173.0,2020-09-14,2020-09-14
male,10177,190.0,2020-09-14,2020-09-14
female,11992,169.0,2020-09-12,2020-09-12
male,10063,186.0,2020-09-12,2020-09-12
female,11937,165.0,2020-09-11,2020-09-11
male,9982,185.0,2020-09-11,2020-09-11
female,11838,163.0,2020-09-10,2020-09-10
male,9905,183.0,2020-09-10,2020-09-10
female,11759,162.0,2020-09-09,2020-09-09
male,9829,182.0,2020-09-09,2020-09-09
female,11679,160.0,2020-09-08,2020-09-08
male,9753,181.0,2020-09-08,2020-09-08
female,11616,158.0,2020-09-07,2020-09-07
male,9680,178.0,2020-09-07,2020-09-07
female,11563,158.0,2020-09-06,2020-09-06
male,9614,176.0,2020-09-06,2020-09-06
female,11475,157.0,2020-09-05,2020-09-05
male,9535,176.0,2020-09-05,2020-09-05
female,11389,156.0,2020-09-04,2020-09-04
male,9453,175.0,2020-09-04,2020-09-04
female,11285,155.0,2020-09-03,2020-09-03
male,9359,174.0,2020-09-03,2020-09-03
female,11177,153.0,2020-09-02,2020-09-02
male,9272,173.0,2020-09-02,2020-09-02
female,11043,152.0,2020-09-01,2020-09-01
male,9139,172.0,2020-09-01,2020-09-01
female,10922,152.0,2020-08-31,2020-08-31
male,9025,172.0,2020-08-31,2020-08-31
female,10788,151.0,2020-08-30,2020-08-30
male,8911,172.0,2020-08-30,2020-08-30
female,10643,151.0,2020-08-29,2020-08-29
male,8757,170.0,2020-08-29,2020-08-29
female,10461,149.0,2020-08-28,2020-08-28
male,8616,167.0,2020-08-28,2020-08-28
female,10265,148.0,2020-08-27,2020-08-27
male,8441,165.0,2020-08-27,2020-08-27
female,10031,147.0,2020-08-26,2020-08-26
male,8234,165.0,2020-08-26,2020-08-26
female,9856,146.0,2020-08-25,2020-08-25
male,8089,164.0,2020-08-25,2020-08-25
female,9713,146.0,2020-08-24,2020-08-24
male,7952,163.0,2020-08-24,2020-08-24
female,9565,146.0,2020-08-23,2020-08-23
male,7834,163.0,2020-08-23,2020-08-23
female,9325,146.0,2020-08-22,2020-08-22
male,7677,163.0,2020-08-22,2020-08-22
female,9138,146.0,2020-08-21,2020-08-21
male,7532,163.0,2020-08-21,2020-08-21
female,8962,144.0,2020-08-20,2020-08-20
male,7384,163.0,2020-08-20,2020-08-20
female,8807,143.0,2020-08-19,2020-08-19
male,7251,163.0,2020-08-19,2020-08-19
female,8619,143.0,2020-08-18,2020-08-18
male,7142,163.0,2020-08-18,2020-08-18
female,8463,143.0,2020-08-17,2020-08-17
male,7052,162.0,2020-08-17,2020-08-17
female,8341,143.0,2020-08-16,2020-08-16
male,6977,162.0,2020-08-16,2020-08-16
female,8164,143.0,2020-08-15,2020-08-15
male,6875,162.0,2020-08-15,2020-08-15
female,8068,143.0,2020-08-14,2020-08-14
male,6805,162.0,2020-08-14,2020-08-14
female,8016,143.0,2020-08-13,2020-08-13
male,6754,162.0,2020-08-13,2020-08-13
female,7991,143.0,2020-08-12,2020-08-12
male,6723,162.0,2020-08-12,2020-08-12
female,7971,143.0,2020-08-11,2020-08-11
male,6689,162.0,2020-08-11,2020-08-11
female,7957,143.0,2020-08-10,2020-08-10
male,6669,162.0,2020-08-10,2020-08-10
female,7943,143.0,2020-08-09,2020-08-09
male,6655,162.0,2020-08-09,2020-08-09
female,7924,143.0,2020-08-08,2020-08-08
male,6638,161.0,2020-08-08,2020-08-08
female,7904,143.0,2020-08-07,2020-08-07
male,6615,160.0,2020-08-07,2020-08-07
female,7897,142.0,2020-08-06,2020-08-06
male,6602,160.0,2020-08-06,2020-08-06
female,7888,142.0,2020-08-05,2020-08-05
male,6568,160.0,2020-08-05,2020-08-05
female,7878,141.0,2020-08-04,2020-08-04
male,6545,160.0,2020-08-04,2020-08-04
female,7867,141.0,2020-08-03,2020-08-03
male,6522,160.0,2020-08-03,2020-08-03
female,7859,94.0,2020-08-02,2020-08-02
male,6507,106.0,2020-08-02,2020-08-02
female,7850,141.0,2020-08-01,2020-08-01
male,6486,160.0,2020-08-01,2020-08-01
female,7842,141.0,2020-07-31,2020-07-31
male,6463,160.0,2020-07-31,2020-07-31
female,7830,141.0,2020-07-30,2020-07-30
male,6439,159.0,2020-07-30,2020-07-30
female,7825,141.0,2020-07-29,2020-07-29
male,6426,159.0,2020-07-29,2020-07-29
female,7809,141.0,2020-07-28,2020-07-28
male,6394,159.0,2020-07-28,2020-07-28
female,7803,141.0,2020-07-27,2020-07-27
male,6372,158.0,2020-07-27,2020-07-27
female,7790,140.0,2020-07-26,2020-07-26
male,6360,158.0,2020-07-26,2020-07-26
female,7781,140.0,2020-07-25,2020-07-25
male,6311,158.0,2020-07-25,2020-07-25
female,7764,140.0,2020-07-24,2020-07-24
male,6215,158.0,2020-07-24,2020-07-24
female,7746,140.0,2020-07-23,2020-07-23
male,6192,157.0,2020-07-23,2020-07-23
female,7726,140.0,2020-07-22,2020-07-22
male,6153,157.0,2020-07-22,2020-07-22
female,7702,140.0,2020-07-21,2020-07-21
male,6114,156.0,2020-07-21,2020-07-21
female,7682,140.0,2020-07-20,2020-07-20
male,6089,156.0,2020-07-20,2020-07-20
female,7675,140.0,2020-07-19,2020-07-19
male,6070,155.0,2020-07-19,2020-07-19
female,7662,139.0,2020-07-18,2020-07-18
male,6049,155.0,2020-07-18,2020-07-18
female,7646,139.0,2020-07-17,2020-07-17
male,6026,154.0,2020-07-17,2020-07-17
female,7601,137.0,2020-07-16,2020-07-16
male,5911,154.0,2020-07-16,2020-07-16
female,7607,136.0,2020-07-15,2020-07-15
male,5944,153.0,2020-07-15,2020-07-15
female,7601,136.0,2020-07-14,2020-07-14
male,5911,153.0,2020-07-14,2020-07-14
female,7584,136.0,2020-07-13,2020-07-13
male,5895,153.0,2020-07-13,2020-07-13
female,7561,136.0,2020-07-12,2020-07-12
male,5856,153.0,2020-07-12,2020-07-12
female,7549,135.0,2020-07-11,2020-07-11
male,5824,153.0,2020-07-11,2020-07-11
female,7536,135.0,2020-07-10,2020-07-10
male,5802,153.0,2020-07-10,2020-07-10
female,7527,134.0,2020-07-09,2020-07-09
male,5766,153.0,2020-07-09,2020-07-09
female,7506,133.0,2020-07-08,2020-07-08
male,5738,152.0,2020-07-08,2020-07-08
female,7478,133.0,2020-07-07,2020-07-07
male,5703,152.0,2020-07-07,2020-07-07
female,7455,133.0,2020-07-06,2020-07-06
male,5682,151.0,2020-07-06,2020-07-06
female,7434,132.0,2020-07-05,2020-07-05
male,5657,151.0,2020-07-05,2020-07-05
female,7405,132.0,2020-07-04,2020-07-04
male,5625,151.0,2020-07-04,2020-07-04
female,7380,131.0,2020-07-03,2020-07-03
male,5587,151.0,2020-07-03,2020-07-03
female,7349,131.0,2020-07-02,2020-07-02
male,5555,151.0,2020-07-02,2020-07-02
female,7305,131.0,2020-07-01,2020-07-01
male,5495,151.0,2020-07-01,2020-07-01
female,7305,131.0,2020-06-30,2020-06-30
male,5495,151.0,2020-06-30,2020-06-30
female,7287,131.0,2020-06-29,2020-06-29
male,5470,151.0,2020-06-29,2020-06-29
female,7265,131.0,2020-06-28,2020-06-28
male,5450,151.0,2020-06-28,2020-06-28
female,7241,131.0,2020-06-27,2020-06-27
male,5412,151.0,2020-06-27,2020-06-27
female,7218,131.0,2020-06-26,2020-06-26
male,5384,151.0,2020-06-26,2020-06-26
female,7203,131.0,2020-06-25,2020-06-25
male,5360,151.0,2020-06-25,2020-06-25
female,7190,131.0,2020-06-24,2020-06-24
male,5345,150.0,2020-06-24,2020-06-24
female,7170,151.0,2020-06-23,2020-06-23
male,5314,150.0,2020-06-23,2020-06-23
female,7159,130.0,2020-06-22,2020-06-22
male,5279,150.0,2020-06-22,2020-06-22
female,7151,130.0,2020-06-21,2020-06-21
male,5270,150.0,2020-06-21,2020-06-21
female,7128,130.0,2020-06-20,2020-06-20
male,5245,150.0,2020-06-20,2020-06-20
female,7100,130.0,2020-06-19,2020-06-19
male,5206,150.0,2020-06-19,2020-06-19
female,7076,130.0,2020-06-18,2020-06-18
male,5181,150.0,2020-06-18,2020-06-18
female,7042,130.0,2020-06-17,2020-06-17
male,5156,149.0,2020-06-17,2020-06-17
female,7017,130.0,2020-06-16,2020-06-16
male,5138,148.0,2020-06-16,2020-06-16
female,6988,130.0,2020-06-14,2020-06-14
male,5097,147.0,2020-06-14,2020-06-14
female,6970,130.0,2020-06-13,2020-06-13
male,5081,147.0,2020-06-13,2020-06-13
female,6917,129.0,2020-06-12,2020-06-12
male,5030,147.0,2020-06-12,2020-06-12
female,6917,129.0,2020-06-11,2020-06-11
male,5030,147.0,2020-06-11,2020-06-11
female,6900,129.0,2020-06-10,2020-06-10
male,5002,147.0,2020-06-10,2020-06-10
female,6872,128.0,2020-06-09,2020-06-09
male,4980,146.0,2020-06-09,2020-06-09
female,6852,128.0,2020-06-08,2020-06-08
male,4962,145.0,2020-06-08,2020-06-08
female,6826,128.0,2020-06-07,2020-06-07
male,4950,145.0,2020-06-07,2020-06-07
female,6799,128.0,2020-06-06,2020-06-06
male,4920,145.0,2020-06-06,2020-06-06
female,6775,128.0,2020-06-05,2020-06-05
male,4893,145.0,2020-06-05,2020-06-05
female,6757,128.0,2020-06-04,2020-06-04
male,4872,145.0,2020-06-04,2020-06-04
female,6738,128.0,2020-06-03,2020-06-03
male,4852,145.0,2020-06-03,2020-06-03
female,6712,128.0,2020-06-02,2020-06-02
male,4829,144.0,2020-06-02,2020-06-02
female,6673,127.0,2020-05-31,2020-05-31
male,4795,143.0,2020-05-31,2020-05-31
female,6661,127.0,2020-05-30,2020-05-30
male,4780,142.0,2020-05-30,2020-05-30
female,6643,127.0,2020-05-29,2020-05-29
male,4759,142.0,2020-05-29,2020-05-29
female,6617,127.0,2020-05-28,2020-05-28
male,4727,142.0,2020-05-28,2020-05-28
female,6585,127.0,2020-05-27,2020-05-27
male,4680,142.0,2020-05-27,2020-05-27
female,6561,127.0,2020-05-26,2020-05-26
male,4664,142.0,2020-05-26,2020-05-26
female,6555,126.0,2020-05-25,2020-05-25
male,4651,141.0,2020-05-25,2020-05-25
female,6547,126.0,2020-05-24,2020-05-24
male,4643,140.0,2020-05-24,2020-05-24
female,6537,126.0,2020-05-23,2020-05-23
male,4628,140.0,2020-05-23,2020-05-23
female,6521,126.0,2020-05-21,2020-05-21
male,4601,138.0,2020-05-21,2020-05-21
female,6518,126.0,2020-05-20,2020-05-20
male,4592,137.0,2020-05-20,2020-05-20
female,6509,126.0,2020-05-19,2020-05-19
male,4569,137.0,2020-05-19,2020-05-19
female,6505,126.0,2020-05-18,2020-05-18
male,4560,137.0,2020-05-18,2020-05-18
female,6501,126.0,2020-05-17,2020-05-17
male,4549,136.0,2020-05-17,2020-05-17
female,6493,126.0,2020-05-16,2020-05-16
male,4544,136.0,2020-05-16,2020-05-16
female,6486,125.0,2020-05-15,2020-05-15
male,4532,135.0,2020-05-15,2020-05-15
female,6475,125.0,2020-05-14,2020-05-14
male,4516,135.0,2020-05-14,2020-05-14
female,6463,125.0,2020-05-13,2020-05-13
male,4499,134.0,2020-05-13,2020-05-13
female,6455,125.0,2020-05-12,2020-05-12
male,4481,133.0,2020-05-12,2020-05-12
female,6448,123.0,2020-05-11,2020-05-11
male,4461,133.0,2020-05-11,2020-05-11
female,6444,123.0,2020-05-10,2020-05-10
male,4430,133.0,2020-05-10,2020-05-10
female,6434,123.0,2020-05-09,2020-05-09
male,4406,133.0,2020-05-09,2020-05-09
female,6433,123.0,2020-05-08,2020-05-08
male,4389,133.0,2020-05-08,2020-05-08
female,6428,123.0,2020-05-07,2020-05-07
male,4382,133.0,2020-05-07,2020-05-07
female,6427,123.0,2020-05-06,2020-05-06
male,4379,132.0,2020-05-06,2020-05-06
female,6427,123.0,2020-05-05,2020-05-05
male,4377,131.0,2020-05-05,2020-05-05
female,6426,121.0,2020-05-04,2020-05-04
male,4375,131.0,2020-05-04,2020-05-04
female,6424,120.0,2020-05-03,2020-05-03
male,4369,130.0,2020-05-03,2020-05-03
female,6418,120.0,2020-05-02,2020-05-02
male,4362,130.0,2020-05-02,2020-05-02
female,6418,118.0,2020-05-01,2020-05-01
male,4356,130.0,2020-05-01,2020-05-01
female,6413,117.0,2020-04-30,2020-04-30
male,4352,130.0,2020-04-30,2020-04-30
female,6413,117.0,2020-04-29,2020-04-29
male,4348,129.0,2020-04-29,2020-04-29
female,6408,116.0,2020-04-28,2020-04-28
male,4344,128.0,2020-04-28,2020-04-28
female,6401,116.0,2020-04-27,2020-04-27
male,4337,127.0,2020-04-27,2020-04-27
female,6395,115.0,2020-04-26,2020-04-26
male,4333,127.0,2020-04-26,2020-04-26
female,6391,113.0,2020-04-25,2020-04-25
male,4327,127.0,2020-04-25,2020-04-25
female,6385,113.0,2020-04-24,2020-04-24
male,4323,127.0,2020-04-24,2020-04-24
female,6384,113.0,2020-04-23,2020-04-23
male,4318,127.0,2020-04-23,2020-04-23
female,6380,112.0,2020-04-22,2020-04-22
male,4314,126.0,2020-04-22,2020-04-22
female,6375,112.0,2020-04-21,2020-04-21
male,4308,125.0,2020-04-21,2020-04-21
female,6372,111.0,2020-04-20,2020-04-20
male,4302,125.0,2020-04-20,2020-04-20
female,6364,110.0,2020-04-19,2020-04-19
male,4297,124.0,2020-04-19,2020-04-19
female,6364,110.0,2020-04-19,2020-04-19
male,4297,124.0,2020-04-19,2020-04-19
female,6360,108.0,2020-04-18,2020-04-18
male,4293,124.0,2020-04-18,2020-04-18
female,6349,108.0,2020-04-17,2020-04-17
male,4286,122.0,2020-04-17,2020-04-17
female,6341,107.0,2020-04-16,2020-04-16
male,4272,122.0,2020-04-16,2020-04-16
female,6341,107.0,2020-04-16,2020-04-16
male,4272,122.0,2020-04-16,2020-04-16
female,6325,107.0,2020-04-15,2020-04-15
male,4266,118.0,2020-04-15,2020-04-15
female,6308,106.0,2020-04-14,2020-04-14
male,4256,116.0,2020-04-14,2020-04-14
female,6294,102.0,2020-04-13,2020-04-13
male,4243,115.0,2020-04-13,2020-04-13
female,6283,101.0,2020-04-12,2020-04-12
male,4229,113.0,2020-04-12,2020-04-12
female,6265,100.0,2020-04-11,2020-04-11
male,4215,111.0,2020-04-11,2020-04-11
female,6250,99.0,2020-04-10,2020-04-10
male,4200,109.0,2020-04-10,2020-04-10
female,6238,97.0,2020-04-09,2020-04-09
male,4185,107.0,2020-04-09,2020-04-09
female,6221,94.0,2020-04-08,2020-04-08
male,4163,106.0,2020-04-08,2020-04-08
female,6221,94.0,2020-04-08,2020-04-08
male,4163,106.0,2020-04-08,2020-04-08
female,6221,94.0,2020-04-08,2020-04-08
male,4163,106.0,2020-04-08,2020-04-08
female,6221,94.0,2020-04-08,2020-04-08
male,4163,106.0,2020-04-08,2020-04-08
female,6221,94.0,2020-04-08,2020-04-08
male,4163,106.0,2020-04-08,2020-04-08
female,6193,91.0,2020-04-07,2020-04-07
male,4138,101.0,2020-04-07,2020-04-07
female,5881,80.0,2020-04-02,2020-04-02
male,3905,82.0,2020-04-02,2020-04-02
